case_id,gender,age,height_cm,weight_kg,bodyfat_percent,activity_level,goal_type,goal_delta_kg,goal_time_weeks,plan_id
09981381-370d-4026-ba08-e26bdbff1a73,male,19,176,87.9,0.0,2,maintain,0,13,0b7e362d-4940-4a4b-8cfc-62d67953ce00
bb4029da-d791-4f2d-9c09-c298fe07d2a6,male,55,172,65.6,13.4,2,maintain,0,4,fedf5595-7f98-4d7e-bb4b-759875b50821
6a19f803-6d9d-4f9d-867b-92bf89ae5261,male,46,191,73.4,15.5,3,gain,6,13,fd4b4136-1a33-4abe-b4b6-e64f83dc004d
bbacb430-acc6-4a40-8f8a-382bb5bd310f,female,52,180,108.0,23.1,2,lose,-5,6,e39ec18e-b7e4-488d-a28f-d1b0cf63a51f
a46e5fcf-defe-4bdc-9215-2c37aa333ffe,male,20,167,106.1,19.9,4,lose,-6,9,677088a8-c989-45a6-9ed2-f59625bba9cd
ad7ec7c6-a33e-472b-9883-85af7ed6329d,male,43,186,67.8,15.9,3,gain,2,5,465bb1ba-bbad-46f9-9632-2a7f08eaa816
3c188405-863b-44b2-81c8-a37305994ad6,female,36,180,66.5,14.9,2,maintain,0,10,029e558c-c7e7-4a12-ba95-a3f1426d5b25
a46ce93f-b947-4368-8a5d-6197f00fa275,male,57,182,58.6,0.0,5,maintain,0,4,04d47bc3-d82b-4757-941e-419aeb3e87c0
ba4b30c1-6f25-464a-9f40-32a2cff3e60e,female,33,175,56.2,15.2,1,lose,-3,13,61798fe1-8eef-48dd-a71c-96be1c81bcfe
ca3c81a3-e185-4a93-83fe-4f6affd70cf8,male,42,183,106.6,20.4,3,maintain,0,8,44ca7b1d-aae8-499d-9770-cf461906e4b9
82bf3aaa-5db7-4bd7-b2a1-eb61a4bdfd63,male,53,157,98.4,0.0,2,gain,8,10,b125da2a-c0b8-41a4-bf46-0e214b1872db
d5787a4e-6750-4e45-aaef-57da0543ee06,female,49,188,100.3,26.9,1,maintain,0,5,c1d1b4dd-6989-4b4a-89c9-e57b970ee10f
85f875f6-4b79-4234-922e-906b9b1752cc,male,56,163,104.1,15.2,2,lose,-7,5,d7cccc33-4963-4bbf-9b6e-e3a82dd7870b
7f371b15-5e04-40ae-90a5-0bbb62952ce3,male,31,176,74.9,18.5,2,gain,5,13,6f454690-25ba-4827-bd74-d2f48ddee0e5
8027dc21-3314-49f1-8694-82c6a7c04044,female,53,172,93.4,0.0,3,gain,3,15,4d66641e-5670-434b-a747-368d31dc7eff
dd3c0b58-1b6a-451d-af30-4a01631f486e,male,31,163,53.9,12.1,2,gain,5,8,bde08237-b8d8-4f55-b186-54d506c9e078
2d044547-5577-40af-91b3-7fe4c809cbfd,female,38,166,103.2,0.0,3,lose,-5,13,b170432f-5bba-46f2-8a41-32b443d1e294
9bf391dd-a909-49ec-97c5-048a5943ec39,male,46,199,88.1,30.0,5,gain,3,16,832e26d2-a962-466d-9aef-3be019a8b9e0
fd6a49e3-acad-44fe-98a3-7974708d516d,female,59,197,54.4,0.0,4,gain,4,16,50db18fa-1e2e-4b10-b032-9cb454f25e1d
fafd5809-3ac9-4dcc-a109-36ef49e7afeb,male,33,180,53.5,11.9,1,maintain,0,8,d41fecae-fa25-4244-8a1b-4a4ceec11b26
99c2abb3-47ba-4848-9808-2ecec9dc36dc,male,32,155,95.3,26.7,4,maintain,0,5,1ff12239-2163-4430-a3d0-eebe1e17cdfe
68e9ad13-7031-4a62-88d7-433bfe169768,female,28,200,90.5,21.2,4,lose,-3,7,e20c7bb4-ec16-490e-b596-52139c027427
3c7cbca6-caf5-4652-83dd-546daf7a9cad,male,51,191,59.7,20.5,4,gain,8,12,2d6a6638-e57a-40d9-8160-9df4e72972d9
5358fc44-9301-4a79-b9bf-0c3093680d97,male,32,189,59.9,22.9,1,gain,6,7,1e07d739-7812-4915-90ff-03ef2e819092
3ea00a0a-3dd1-4fb3-b0be-fad3584a65ae,female,51,184,107.7,19.8,3,maintain,0,7,e090e740-9947-49dc-93cf-9db312bb161f
64c38502-98b0-45af-b781-1c40ec20dc4c,male,52,161,107.3,0.0,4,lose,-5,14,acf27989-7f4d-4f15-9735-d82c651e813c
8ffd4e9d-8952-41f9-80f2-4a7f5ffc5b8f,male,38,183,106.8,0.0,2,lose,-4,9,1be2308d-c105-4c2b-ba5e-893481d87242
0ed7a82f-6643-4c72-b527-49eb11c68448,female,23,170,78.3,13.2,3,lose,-4,8,b3196171-b6c3-418e-9085-60caebcd0e48
d49c62cc-8648-4a7c-9735-53006ccca6fc,female,29,170,93.6,28.8,5,gain,3,10,552b819f-244b-42e3-9f6e-5660cbfd8e06
1f14cd16-dba6-4946-9ca0-4a61b70078a2,female,23,176,71.8,23.2,5,maintain,0,5,6350b874-0a21-41f4-ab31-363092e69f9f
918a530e-c542-4113-9e1e-08e5a33d1ce4,female,22,190,90.4,23.5,2,maintain,0,9,6a9f6834-5cc1-4eb4-994a-8e48b6dcd54c
ae5dcc0f-c846-4305-af44-04e780447f29,female,31,187,73.2,0.0,3,maintain,0,6,29124e34-4fd0-436a-8e29-14eda1d25206
fcdffa5d-bd34-4052-bf61-1cc608181b00,female,19,173,84.5,29.6,4,gain,4,13,596b0513-e8b7-4cff-876d-1d86d9895a46
56eb5ce2-3a14-45ef-896c-f71d88af8675,male,27,159,61.1,29.1,5,gain,8,12,f573065b-5af3-4af1-9a8b-7734d5438334
c65e0419-90c6-44c3-93b1-bd64b150e607,female,37,157,60.6,18.6,4,maintain,0,12,b2f966e5-aa98-4332-8aaa-e7bf2d0bb72c
8471577b-6a14-4dbc-9ff7-2c6c6a55fe5b,male,56,176,108.0,0.0,5,maintain,0,5,1a6c55c3-c786-409f-b691-34051b25e058
cf879cab-d813-4d25-928c-6d00165a006d,female,21,199,81.0,22.9,5,gain,5,14,2ab32d14-2827-4b45-b2e2-c77beae33b26
8e47a2b2-8737-4fab-b0f8-67d8e28be3ae,male,60,160,75.8,10.2,5,maintain,0,10,1b896c10-f9b0-4cf1-9c2d-3feabb8da230
c0596c0a-b4f6-4756-8ff7-e536e93ccd84,female,21,157,62.7,26.4,2,lose,-6,13,de482911-b86c-4fa6-885f-210835a5f9f6
4d7ecd18-73b3-45e4-8dc2-ec7314893e9f,female,37,164,67.3,23.3,3,lose,-3,5,dfac224b-68c5-4f37-b64a-deadf8b4f99f
5f95f85f-1ce1-42ec-b6ea-46a065ed84d9,female,32,166,86.5,14.6,2,maintain,0,14,050f35e7-1027-4954-a8ef-d89898f31fcc
1b9a3db1-de19-4e1c-a69f-ff5b806bbb82,male,56,178,98.9,18.9,3,gain,8,6,da578374-fc05-417e-8d03-decf93be07d4
1d9ce424-c552-46a4-a6a8-d4e0c7326b9b,female,37,196,74.9,16.9,4,gain,7,6,0427ff28-6c54-47fb-b8d6-3aceceeff4f2
27ec11d2-2e74-4999-b3f0-5914e60d6c7c,female,55,185,96.3,27.9,3,gain,6,10,1e02abe5-ca6c-464a-baf7-945225d8ffe4
ea85758a-6d36-4cb6-9a0a-671746517853,male,32,178,72.6,26.9,2,lose,-3,11,a7f9299a-a86b-44dc-8c8a-9415e69923dd
936f5675-de8f-4e20-99f3-8bacf9b46201,male,42,195,89.8,0.0,1,gain,4,12,e9a37793-0997-444f-95f0-34ba1efab1e6
880c1fa1-4112-4887-941c-edb493595ea3,female,45,150,89.4,28.0,5,lose,-8,5,d9a840ea-a130-44d3-a854-313375acc04d
7f922f10-1b8a-4d70-8d92-b66ae7ce6ca5,male,43,180,108.7,0.0,2,maintain,0,9,b8e7b895-82a9-4cdc-aa6a-36e6a9f0d4d2
2142ed1b-8c5a-4c7b-b950-5f3aa39044b1,female,19,192,101.1,12.3,4,gain,6,16,95f158d0-1fab-4ead-894e-70df7c3dd6c2
de31cf6e-138f-4f9f-88f7-ea8c6404414e,male,47,163,79.7,16.5,2,lose,-2,4,8beb4c48-29c9-475c-988f-940ce6203db0
0d364b9e-6304-4d53-9895-e61775433ebb,female,20,181,71.7,20.1,3,gain,2,14,06274a00-8b06-4acd-a2fa-365818785259
df55e813-812c-4eb1-a312-2af2c17b1465,female,41,170,73.6,17.7,2,lose,-6,9,2884d3d1-bf83-4e98-9c58-391dbd25bcc7
a3c15c9c-d671-4af3-977e-8288739c738d,female,44,151,69.9,28.8,5,gain,7,15,d4622dd9-5586-4472-b8d2-8117666ac0b0
a87506f1-2102-4201-854c-8e0c625c204e,female,19,174,98.5,21.7,1,maintain,0,6,e1688f12-31eb-485d-afd5-b70d77da521f
33e7b8ed-f40e-4057-a0c9-3d712a3aed99,female,36,180,101.8,29.3,5,lose,-4,14,a361c1bb-4a37-44ed-963b-93d68e5461fd
a7aeb0af-3c7d-434c-b1ee-605d2f6ee5a0,female,51,170,65.4,13.7,1,lose,-4,9,c81137fb-d9d3-42ae-904c-a36ba8fc2c1c
cf2cde5c-251c-4b02-a566-fc61b8366fea,male,20,153,99.7,11.3,2,maintain,0,16,2e277dfd-1b55-45c2-b085-4f2dc54544d3
b13203da-51d1-4ebe-9d3d-4e250292e0cf,female,41,189,96.4,30.0,5,maintain,0,15,26e64df9-d3f8-44db-aefe-e4f4c4b292eb
e96d4dc2-75e6-4583-89e5-0079b774b8cf,female,19,158,94.0,16.9,2,gain,7,5,e79f189d-1f33-4a5a-a9e0-7b297caa7a1b
c25ad5b6-2ba8-4688-950e-7564d2f5f61f,female,24,198,66.3,14.8,1,gain,2,10,b9045506-b49d-4ae3-8839-bcd4ac37efbb
82b0b304-0ecd-4022-bd79-f17036964985,female,53,167,84.3,14.0,5,gain,8,16,6e6f3603-f297-4b3c-8a91-2fcd3d27e083
103f88d6-2ac6-4af5-90db-af8ed8b8e57a,female,53,198,86.2,29.0,5,lose,-6,14,f1486c96-6d96-4fd3-a25d-387247e2e81a
0e44895d-3bc9-4079-b0f1-242869351c55,female,48,164,76.9,11.4,4,maintain,0,4,9c42e945-daa2-4933-97ba-341a8bfe172b
7762da3e-9be3-4f7d-bf99-88f71da7df60,male,43,159,52.6,20.4,4,lose,-5,16,1b341dfb-4b28-483d-98da-7349afa7c477
9618eb95-e267-4a9f-9aad-d9bece031b67,female,60,177,86.8,18.4,4,maintain,0,11,af946ddc-8202-4279-a6b4-35058ab44fcd
8c885b66-1f18-4a3d-ac06-eff29052ab63,male,25,189,51.1,15.5,4,maintain,0,12,bd8e08b7-e942-4e2e-b79d-77e8f0e37052
fbc5f8d2-ed2d-41b5-9353-8b5f068a6284,female,51,187,68.5,24.0,3,gain,8,6,ce282a70-2784-42c9-8d89-bf3f5a3703a2
b342d1f6-3f10-4ec4-82ed-93deef821c1d,female,27,159,87.6,28.3,4,lose,-8,13,e9becac8-9b4c-4f9f-9ae7-0311c8f36d7c
25fb1a73-daba-4d44-9541-a923138f2746,male,41,159,52.7,26.2,1,lose,-3,12,e094871a-ce18-427d-a0ac-a384763c9f7f
f2838a19-6a2d-49bc-9f94-7baee178ed46,female,36,199,68.2,27.1,3,lose,-7,15,497717bc-1f97-4cf4-927b-f8f125b18c1e
f18b6ee8-6b45-42df-a8cc-ed3766ab43cd,female,33,186,54.2,28.7,1,gain,6,12,96c3909d-82b5-4153-85ae-293bf30d7e4e
aabc46b3-eefe-4566-b968-7781de06efd7,male,56,190,104.7,11.7,1,lose,-5,4,fe695a4b-a82a-4e2b-a0cc-a62711bdf51e
9735e3cc-b6ff-4bda-b3e9-eefc1f71c4a1,female,60,186,63.2,20.5,5,lose,-8,16,020d2df1-143c-438f-8a1a-1aa6b2f21e32
a523f598-49d0-435f-a7e3-e8ce976a8ca3,female,53,194,65.4,16.5,3,maintain,0,13,f2195df6-62f3-4069-b4e2-cb9d6792b9bd
b04e635c-7391-41e2-97b2-d4df7d43867f,male,47,171,56.0,29.9,2,gain,5,13,f2375c14-76a5-4864-8b46-fe840cc38a1e
7072c61f-6b50-4e06-8478-a60dbc6d0643,male,40,181,93.8,27.5,5,maintain,0,13,07a2d9ed-99cf-4ebc-9721-f75005e16991
19d5e301-133e-4c79-9bbc-97e2ded934ef,female,53,157,97.8,29.3,4,maintain,0,12,5247b09e-2ba0-4e89-9c37-a7734bf0d897
e189034e-bd1c-46fa-80f6-86a6084e09a4,female,22,172,81.9,11.0,5,maintain,0,16,7f464d6a-7d6d-4a74-9d6e-0f5eac7decd5
93782cf7-bec7-46db-8438-299c46c455e7,male,45,194,98.0,20.9,4,maintain,0,4,13bd00f1-93d4-4a0b-b50a-2f495a5c80f9
8993ebd5-c09e-4b01-87ab-c2a62f1b29ef,female,30,184,70.1,28.4,4,lose,-2,11,8323f889-3e7c-455e-9220-79297fa35d84
ced89486-f17f-40b4-9afb-b6bd68348b75,male,31,182,77.3,0.0,2,gain,8,16,30d32893-3f5b-4af2-b3a1-75dfab258938
0dcab30a-6b7b-41d9-a8a2-0215eae7cf08,female,37,189,65.0,20.6,4,gain,8,9,faf50a26-2659-40b0-97c2-4ea3bcf4614c
05879966-cf2f-4527-841c-e3e0270331a3,male,53,184,72.0,0.0,1,lose,-4,10,70751c8d-6330-42be-8770-d2506abd2a4b
6d068099-b050-44f1-8bf0-c901233ce083,male,37,164,86.9,21.7,5,gain,4,10,d810528f-12fa-4c4f-b65e-642f10993904
bb0811f8-bbb4-4f9d-a4dc-a02c86d594a6,male,20,187,55.7,19.8,1,lose,-6,12,82f6d9ae-916e-4fda-8400-db6ba585e643
6cb8de88-0fae-495c-a701-a09d671342c8,female,30,171,50.5,16.8,1,maintain,0,8,dfb16931-78da-4666-a510-9ec0bf8a1b52
6b598cc1-c7ae-4551-8845-ac0f9116db28,male,59,192,82.9,20.8,3,maintain,0,9,a6e08917-bbf5-42ac-bf80-2cf9292a088d
4d328661-61fa-48ec-9ec2-94929ccc91be,male,50,174,77.5,28.4,3,lose,-8,7,6ab5e7e3-d3b6-4028-b1c2-a174b6eb24e4
4f204e84-e645-4d83-92c3-87daf50141e3,male,49,165,69.4,20.5,2,gain,7,16,e9983be0-91c6-468e-ac1f-326e846ce90d
7c850e4b-ecf1-479b-ad27-07e46ba6785e,male,34,199,101.7,0.0,1,gain,4,10,27b76365-93d4-411b-a20b-53dd1f60c853
c5fcad53-a4ff-4633-aad7-d440121ed306,female,38,163,77.9,11.0,1,gain,6,16,f35d0f93-5ba6-43fd-b365-531ee62c4161
cc400d1e-a943-4670-a197-cf90cbb8bada,female,41,178,51.2,0.0,3,maintain,0,4,36680771-b686-4268-bbfe-ff04f1eca224
d4d7a5b5-f092-4399-8692-bb73061fe893,female,20,166,99.9,18.1,1,maintain,0,16,d178b254-c287-4aee-a13e-47df892b99ad
f03dc3c6-2284-48f2-afaa-7724e8d18181,male,18,177,74.9,13.1,4,gain,5,6,0673f185-cd84-4c73-a02c-c467d330c4d4
992a0237-ebae-48a0-97d2-19f57b675d3a,female,24,200,61.2,15.0,1,maintain,0,14,2084adb4-e2bf-4d9f-a369-c733b86e86f3
c74ee511-225b-4251-94bd-c1a16bd6dad4,male,60,183,75.9,21.1,4,gain,8,12,7799b1a1-10f0-4cbd-a655-d76c16e692d5
168c3430-8ba3-4ffb-8660-794b726ce793,female,40,197,97.4,19.9,4,maintain,0,14,17bc1ef7-e82d-4304-8ccb-9ed1c1c15bb3
61d06e85-d37c-4542-8338-7e388fb83a12,male,45,151,73.7,0.0,3,gain,3,6,c2a38d3a-3c92-4f5b-91e9-e8b73ee7d928
2b7f9410-e7ad-4da8-842b-968cbf4c0c28,male,22,187,55.0,17.2,4,lose,-4,11,431d6223-7813-4e39-ba29-56137666d30c
85979a33-25a7-462d-96f0-1b5cf0e239e7,male,28,199,109.6,0.0,4,maintain,0,7,3305117d-45a4-4131-80ce-3ff53447ce4a
f8a1148e-7a46-48b0-a007-42d203f38630,female,26,196,51.4,18.5,1,gain,7,14,22925ac4-1518-46ea-9efc-2ddf1693042a
a67f314b-1a38-4214-a651-29eb68087f99,male,36,158,51.5,0.0,3,maintain,0,5,8fc481b5-59e7-4704-a65e-b2230a4e2f55
0cc05236-92b7-439d-8382-ee43a248e851,male,45,170,51.0,10.4,2,gain,3,5,e76e6c04-b8cb-4c6c-8023-59e614e6192c
f290535e-d7aa-4944-b784-76de87a19362,male,22,157,79.3,26.8,2,maintain,0,9,ea6ed34d-0ce7-49f9-8d9d-d856a9fb56c1
fed35a6f-be99-4844-b292-f964d72cbeed,female,47,198,109.7,27.8,4,maintain,0,15,b862e1c4-8050-4cb5-89f5-dfd8d72bf0b7
642212ad-7c55-4084-a4d5-3e71e16ab9e0,male,41,163,84.5,10.4,5,gain,8,7,317deadf-9523-4a53-8c95-3ba64477ded2
a36181ee-5818-4da1-bc6f-6da322e16909,female,40,176,82.0,0.0,2,maintain,0,16,31d69f5f-45ac-4d10-9c20-cf331016926e
95da0fc2-c8d5-4fb3-a4ed-668ba0cab8c0,female,22,163,107.9,19.9,2,lose,-5,15,144d7d6a-2d54-4985-8bea-79fe82a67344
ded9a292-0947-4b11-836a-ca3fa71e4c27,female,34,185,82.8,10.9,3,lose,-3,8,62ed1a17-66f5-4f35-9b9d-5ca697b188df
a7868a65-c017-4c79-a033-063e0e227f4f,female,35,154,93.0,28.7,1,maintain,0,5,152a0b0e-a0f2-4ee6-b326-44ad1c4dcd76
8308e544-b124-4dd5-9b51-6a9f3b65cc16,male,45,182,78.4,20.0,3,lose,-7,9,3698ebed-6273-4066-af20-37a7d15b6f7a
bc7b8ade-2603-4efb-996e-3bc0c89f577f,female,51,171,91.9,18.4,4,gain,6,10,a3f2b6a0-d9eb-4bfa-a420-034ab2dca87a
58b9e5ab-8146-47f4-bb7a-c9f5a513fdb6,male,48,168,72.3,29.8,2,gain,6,7,8bd8fe48-b08d-4890-9681-859f8608e4e2
a5d0d0a4-b205-4365-a13d-2ddba8482469,male,48,192,62.1,20.0,1,gain,3,14,90e1c776-96af-424b-ab6d-77ec8bbd25c0
65bd22b6-93f6-4f60-9bb9-84d700d00ed7,female,52,151,85.6,25.4,2,gain,7,15,13d8c23b-6bcb-4bb1-ab35-25530b669fea
0a8575d6-e42f-4e9b-bc33-888d784c08ee,male,44,157,104.1,24.5,5,lose,-3,14,5acf3028-b6e4-41aa-8eb5-82a0731c85bd
41734623-df10-4e7f-9b8f-74ee919838e6,female,43,150,70.6,0.0,2,gain,7,10,d123de3b-cfef-4ff2-9d1e-cf51b184932a
542765e9-bc31-4f9f-a8d4-c798794a911a,male,56,158,87.3,23.5,3,maintain,0,9,59b21dd8-e4a8-49b5-ab52-e936c29e9b1d
67232b0a-0f94-402e-a22f-1195b00da274,male,47,159,51.0,0.0,4,lose,-3,9,734ffce7-eedb-42af-97ed-91d6091b9580
e060903d-b862-4a74-a6be-277ee92b9270,male,53,158,106.0,12.2,4,maintain,0,6,0ad571f7-8be2-450c-ba14-0764e0b7a869
33d6407c-f5d6-4efc-9080-014c21d0899d,female,31,175,91.5,11.8,5,maintain,0,8,9be693a9-3aed-48b3-814f-c53cb71d83c9
f5988339-0848-4e93-b4ef-fcef6c31b8d3,female,49,151,50.6,24.3,3,gain,6,16,1be3eeae-d5f1-4974-b5d7-cce013614dfe
434e7fd5-ff39-45c3-85dd-d778f88ec35e,male,24,178,67.7,0.0,1,lose,-8,6,a82a7c8e-c778-4f0c-a2bb-01186694fa42
7cd0f352-0592-44ae-aaff-77e5e234d2c7,female,32,182,87.9,0.0,5,gain,8,13,3506beff-f662-46bb-af11-65ab8b6b64ae
3461c213-5084-468f-86d2-f16c21cc1c78,male,29,162,80.0,19.9,5,gain,5,13,a18881c0-bee8-44fc-b5ee-68c723280594
cc6f8347-1e91-47ae-8fcb-9677c1f3e096,female,43,169,87.3,18.7,4,maintain,0,4,c536485a-c6b7-4120-bdaa-51b65d71e94d
f4d0ce38-cb27-4ac1-935e-65f658925f22,male,23,158,102.2,23.4,3,gain,5,13,a85ce15a-b0bd-4389-98d8-93421fd425ea
51dd70eb-cbe7-4986-9176-0519e3cdad81,female,60,160,58.5,13.3,2,maintain,0,13,7bea744f-8674-42ba-8054-22c7ffae94e5
ad065b47-3947-4b19-a876-0da11289ad6f,male,32,194,83.2,0.0,5,maintain,0,5,e7c57480-7b2f-41dc-aac6-68d14fddc87c
ef253e24-f4a6-4021-87ea-59fd7efb9e32,female,32,180,76.3,19.5,2,gain,8,16,9a4e6be7-992d-4520-92b4-d291f36a66fe
99ccbbae-da15-4f78-a171-c61919f7fe96,male,36,169,63.2,0.0,5,lose,-3,8,8add53d1-4d14-4256-9b23-74d2d5429d43
cbd3ea9b-b6e2-4917-aa60-796a6d9471b9,male,58,167,108.7,23.1,5,gain,8,15,9ea73194-3f7c-42c9-8d2a-3f9ffd5b8d15
ac22dee1-95b3-4af6-8ee8-72bd12497549,female,26,177,80.6,10.7,5,maintain,0,11,8f4b8ff2-98eb-41c0-bfb0-2a361f4319b1
35949adf-baf5-47cb-98e0-13e33fa3a4ad,female,58,196,98.9,28.1,3,gain,8,12,4bd6be07-927b-46d3-b3de-83bbc26e3492
79280e90-daf8-41e0-b4f8-bf9a9beab3fc,male,22,200,54.5,12.7,3,gain,8,13,f959128f-8c07-452a-9bdc-7c4871ef3109
c954e901-180f-4e8a-a90f-436d7243cdf0,female,21,166,79.2,15.1,5,lose,-5,12,05fe0e84-9c88-47a8-bc6a-65b447de08d7
23d21794-2e32-4721-97e8-0204540ba07f,male,21,181,76.8,27.8,5,lose,-6,9,747aa506-d932-47a2-b493-0f5cbe62bd6f
fd9af673-0813-44f7-9158-15a8f75c06cf,female,57,179,105.0,0.0,1,maintain,0,5,08ccd2f4-5cae-4ff4-8260-f4e460ba45d5
4bbe1de9-1a1c-4515-a2b7-1cd9ef6da8d3,female,23,153,52.1,20.4,4,lose,-3,13,f0dda486-ff5b-498d-aa5d-9dbd050e801a
24fe2473-3869-4e14-87c4-6b1c20f26e53,male,20,165,84.1,19.6,4,gain,8,10,4ccf86da-ef70-44a8-a840-df7844bd71dd
5c86eb8e-3a7e-4770-99d3-0e36c0945c66,female,34,162,56.0,28.2,5,gain,7,6,27a443d5-1e17-4c94-9a4a-cf3e1abf29a7
30e385a5-6632-4ed2-819a-823c6cdd871d,female,58,159,96.1,18.1,3,gain,5,4,7520d710-da24-4eab-a1bb-662141bd8236
31ea1959-4c1c-41dc-a481-e3d5af126f39,male,33,192,91.5,29.7,4,gain,4,5,ccd2732f-5eef-479d-98e9-014e7eef3f42
28ff59f1-a595-4fba-b727-4d4e76365c72,female,57,186,102.6,0.0,5,gain,6,16,bb80995f-2f47-464a-89f5-d3af7790ab21
15de1e28-e2c9-49dd-a83d-876638faa8ee,male,28,164,53.1,22.2,5,lose,-2,8,97e09c92-b7b3-4df4-81b3-ca797ab80f0d
63cf0870-e75a-49a0-a4a2-1d25a78ac883,female,56,187,79.8,20.5,3,maintain,0,5,47736645-1fb0-4baa-808d-f980aeae10d4
534d03e8-03e9-4ef2-a4b3-d48023423788,female,48,198,100.5,28.0,5,maintain,0,15,dd6d3a28-5e36-4abb-9ffe-14ffa8942ad2
edbc63bb-6500-4063-baff-a83a2680b578,male,59,192,79.5,0.0,3,maintain,0,9,05746054-56b5-4b46-86de-a40c87a8b7d7
7a9c14b7-4756-4fea-be13-231093d596ff,male,18,188,67.1,0.0,4,gain,5,16,211e2236-49ab-4493-b4f5-05035a73e3d5
9a35e379-98b4-44ad-b511-a830dfcae691,female,42,195,68.1,16.3,4,gain,4,14,aea97622-e25d-4440-b98b-4a7a50994ab1
b85b1ea2-f19e-4565-9c60-0035ab7055fc,female,49,178,56.5,14.6,5,maintain,0,16,c48ec872-9c06-4a2c-8d10-a0cd269903dd
a872932e-94c8-4ecb-abd9-b21606da9e83,male,53,157,74.8,21.8,3,lose,-3,15,f696cb04-3434-4da6-a819-20477448a698
90120434-3038-4123-a285-0d637e1b13b7,male,41,187,70.7,17.1,3,maintain,0,15,8f78a9ef-b2b5-49d7-87fe-764de54473f8
a84cd04b-da4c-4c83-8597-221f4c8548cd,female,48,168,52.7,15.7,4,lose,-8,4,5ee97549-0140-4dda-9db6-dcc141b1319c
0aa20aa6-2029-4285-9877-c4786bd3f3aa,female,47,177,78.8,17.3,4,maintain,0,7,65bd27bb-63f5-479a-8f2d-cd860ca47a46
dc532a5e-5093-4e20-8fd5-f9e0898c6343,female,41,171,76.1,23.1,4,maintain,0,12,0f20b1ec-7139-48fc-9317-23ad801b25b0
0ddf11ff-8a37-4d8b-8cfb-f01862594d0d,female,22,175,60.6,24.5,3,gain,6,12,5badbb6b-fa81-4525-92c9-7b665138c399
5078bea4-47ce-4394-89a9-e698273fe074,female,35,163,99.6,23.0,3,lose,-7,12,45bd68e1-8685-4124-aae7-cb9bb20756d0
b9ba125d-d60d-4665-9eed-9add40164042,female,33,190,95.7,13.5,4,maintain,0,15,a379a4bb-0005-40b4-8955-e61b520bcfb1
89b70501-9091-471c-b4b8-683195d45227,female,39,168,74.6,0.0,5,maintain,0,9,bd45e1ab-22d2-44fc-847b-74d5584a5884
30b17890-dcbb-4757-b0ef-f084fbdcdd2f,male,32,188,81.0,0.0,1,gain,8,10,d46661c0-8809-47d1-86b2-842916e8eae8
30945b6d-baf3-4ecb-8a80-461273080c33,female,22,194,102.8,16.8,2,maintain,0,8,e2301344-7c57-4394-9220-4e0c83ff8a9a
0f40c47e-61c4-449c-b6a4-433a9d2dc1a1,female,23,198,79.5,21.1,4,lose,-6,9,a55edd4c-0db4-40e1-97e5-21fe09b58496
9c6a11e3-e6ef-4444-b2a0-ae92b1197add,male,37,154,85.6,0.0,5,gain,3,8,dff7da92-4b30-4863-82a8-397d9f3cb168
6d0a18eb-0faa-4aba-8c9c-597c2f32df2d,female,59,190,81.1,12.2,4,gain,5,12,0da49f85-6141-497d-b3bb-7b645ef09ad5
fd731af8-cb84-4534-8e81-e08ecb156fb5,male,32,193,70.8,14.4,3,maintain,0,11,6aa05798-36cf-4f1d-8ea8-4bf4cf8f9381
7f5ed819-c310-43b9-adc1-f085bf5a83b6,female,24,164,107.3,21.2,1,gain,6,14,3752f856-e991-41ec-bbfa-d4c083e12183
a0bd4993-6ba5-4971-ab17-cc377861e00f,female,32,179,75.7,14.9,3,gain,8,16,1cba63f6-bd72-40ec-80a8-fdde93afbdbf
5894999b-6d86-4277-bff9-600cf61c8b7d,male,46,192,73.4,24.9,2,lose,-4,5,c744f4ef-5377-4d3e-af43-4ec377ea0d19
1bb52f38-f28e-460a-bdee-5b566bfabc1a,male,56,186,105.2,18.7,4,maintain,0,5,2b272889-2e4c-4c44-8023-d52bd9c55cc1
6e0b8aef-67af-4daf-8d6c-cb8ede50f0ec,male,52,166,60.1,24.5,4,gain,2,15,8a10af13-da46-442d-b161-3a7d907d7481
ba3e1d81-97db-4f64-b208-ed8f21fde115,male,43,166,73.5,17.1,4,maintain,0,5,39a846ad-9d45-4974-80fe-ce47f21f17cb
99044803-9b33-4841-baf3-5db22eef5e5f,female,58,155,64.8,21.8,1,lose,-2,10,88823aa1-ebe9-4daf-8328-12552cb1453f
10845660-a3a8-488e-9076-66088b022d34,male,58,194,100.5,0.0,4,gain,4,5,522dc99c-6757-486e-a0e6-4ce82aa08191
60a06fc6-a5a8-42ba-816a-1648fe6dcbf2,male,54,197,88.9,24.8,3,maintain,0,5,3575b527-b4c1-45d0-9314-528ce5fd1d11
15e35584-2931-416a-b28d-c5b9eda7b912,female,57,173,54.4,24.8,2,maintain,0,5,975190aa-5a1c-46e7-ba45-a3f1aa61a26b
a5b4604b-64c1-4caf-a96d-8152d3a5192c,female,59,170,78.5,29.4,2,lose,-3,5,02a1575a-68b6-4c02-98f3-03b4682d9581
f72713cd-47d1-4fbe-954e-84bfc1e15ada,female,31,152,107.5,13.3,1,maintain,0,4,ccf8b596-1b1a-44e9-a80c-4db13413c0b9
