calories_kcal,protein_g,carbs_g,fat_g,meals_per_day,snacks_per_day
2559.52,120.4,404.4,51.1,5,1
2190.9,208.5,142.7,87.3,4,1
1815.69,161.3,143.8,66.1,4,1
1412.39,95.1,165.2,41.3,4,1
2980.2,185.6,399.3,71.2,4,1
3087.53,109.1,525.3,61.1,5,2
4568.56,204.0,715.8,98.8,5,2
2684.1,104.9,466.4,44.3,4,1
2650.38,121.6,397.2,63.9,6,2
3734.43,188.1,494.2,111.7,5,1
1770.06,130.0,156.5,69.3,5,2
1834.3,134.1,209.0,51.3,4,1
2944.27,154.2,417.2,73.2,5,2
2496.11,253.9,143.4,100.8,4,1
1919.08,145.9,177.2,69.6,4,1
2766.09,179.2,343.7,75.0,4,1
1952.7,211.5,66.9,93.2,5,1
1918.2,132.5,209.0,61.4,4,1
3231.86,135.4,503.1,75.3,5,1
2492.33,117.0,387.4,52.8,4,1
3180.75,180.6,368.0,109.6,5,2
1767.23,109.9,224.5,47.8,4,1
2105.47,151.9,232.1,63.3,5,2
2326.14,215.0,161.1,91.3,4,1
2613.27,172.1,296.9,81.9,4,1
4096.69,209.1,540.9,121.9,5,2
3550.18,177.0,481.1,102.0,5,2
2530.46,168.1,288.8,78.1,5,1
1770.06,104.2,229.2,48.5,4,1
1796.34,115.3,228.8,46.7,4,1
4086.06,170.5,645.7,91.3,5,2
3640.42,130.3,631.0,66.2,6,2
2698.34,120.0,449.5,46.7,5,1
3108.57,205.3,343.2,101.6,4,1
2127.68,90.0,341.9,44.5,4,1
2975.92,116.6,453.6,77.2,5,2
3062.59,127.2,499.0,62.0,4,1
2413.44,189.9,243.2,75.6,4,1
3284.45,118.8,556.2,64.9,5,1
2922.61,180.3,344.0,91.7,6,1
2539.38,121.9,398.0,51.1,4,2
1676.16,160.3,80.8,79.1,4,1
2330.26,120.7,325.8,60.5,5,1
2546.75,167.7,299.2,75.5,4,1
3462.07,180.0,427.5,114.7,6,2
2554.75,174.2,250.1,95.3,5,1
2147.59,121.5,262.3,68.1,5,2
3063.55,160.4,348.8,114.1,6,2
1760.68,118.9,206.1,51.2,4,1
2785.13,146.9,368.3,80.5,5,2
2308.07,209.5,166.6,89.3,4,1
3150.78,143.5,469.9,77.5,5,1
2233.3,128.3,284.9,64.5,6,2
2305.89,202.0,178.8,87.0,4,1
3790.73,186.4,584.2,78.7,4,1
2053.94,148.1,218.8,65.1,4,1
2656.73,156.9,360.1,65.4,4,1
2045.75,94.0,297.4,53.3,6,2
2257.83,141.1,282.4,62.7,4,1
1623.88,131.8,141.1,59.1,5,1
1959.05,178.8,159.8,67.2,4,1
2219.58,111.2,345.1,43.8,4,1
2660.1,196.7,248.0,97.9,5,2
1989.6,206.2,103.8,83.3,5,1
2730.05,106.4,413.4,72.3,5,2
2201.02,142.7,234.8,76.8,4,1
1831.57,229.7,50.6,79.0,4,1
2667.37,100.2,458.2,48.2,4,1
2396.82,102.0,381.3,51.5,6,2
3752.5,131.7,639.5,74.2,6,2
2196.87,122.8,322.4,46.2,5,1
2439.6,220.5,173.1,96.2,4,1
2730.51,202.3,279.1,89.4,4,1
2161.6,175.3,185.0,80.0,5,1
1862.96,138.4,196.6,58.1,4,1
2379.09,161.5,234.3,88.4,5,1
3472.55,161.8,489.4,96.4,5,1
2845.31,154.7,366.3,84.6,4,1
3184.79,147.4,515.1,59.4,4,1
1884.1,107.1,262.4,45.1,5,1
3344.53,225.7,371.4,106.2,4,1
2437.8,155.4,302.3,67.4,4,1
1282.87,132.0,64.1,55.4,4,1
4024.23,163.2,583.8,115.2,5,2
2145.72,148.0,265.7,54.6,4,1
3530.3,129.0,575.7,79.1,6,2
2824.28,183.9,293.3,101.7,4,1
2387.63,150.6,278.3,74.6,4,1
2965.9,113.8,504.1,54.9,5,2
1825.78,101.8,220.5,59.7,5,1
3305.9,164.5,458.7,90.3,6,2
2899.7,158.2,386.5,80.1,4,1
4774.69,202.5,767.9,99.2,5,2
3063.28,104.4,522.0,62.0,5,2
1914.81,97.0,265.9,51.5,5,2
2634.35,143.4,351.5,72.8,5,1
2542.36,107.0,419.4,48.5,4,1
2140.77,124.1,292.0,52.9,4,1
2641.07,126.6,353.0,80.3,5,2
2579.04,214.4,251.0,79.7,4,1
1937.81,195.7,118.3,75.7,4,1
1695.3,138.1,141.9,63.9,4,1
2284.94,118.6,326.1,56.2,5,2
3066.96,141.2,464.7,71.5,4,1
4603.44,179.5,703.6,119.0,5,2
2085.26,156.7,165.4,88.6,4,1
2840.03,151.6,333.4,100.0,6,2
1582.23,151.0,103.4,62.8,4,1
2220.07,107.6,328.1,53.1,5,1
1384.56,123.8,113.1,48.5,4,1
2911.16,141.2,444.6,63.1,5,2
2510.42,153.7,319.0,68.9,5,2
3741.48,189.2,587.1,70.7,4,1
3847.58,193.5,593.3,77.8,4,1
2501.08,227.2,190.1,92.4,5,1
2518.75,225.7,195.9,92.5,4,1
1888.23,132.8,213.9,55.7,4,1
1988.25,137.8,241.0,52.6,4,1
3980.53,193.5,537.6,117.3,6,2
3038.12,120.7,481.6,69.9,5,2
3972.72,145.8,683.4,72.9,5,2
2889.05,117.0,436.3,75.1,5,2
3160.72,209.5,330.6,111.1,5,2
1709.58,94.1,218.1,51.2,4,1
2726.6,99.5,466.0,51.6,6,2
3046.1,146.2,439.9,78.0,4,1
2044.8,208.0,108.3,86.6,4,1
2236.57,112.6,306.7,62.2,4,1
3038.94,187.4,326.8,109.1,5,1
4035.9,191.7,583.9,103.7,5,2
2684.81,246.1,220.8,90.8,4,1
2884.17,188.2,324.7,92.5,4,1
3697.86,181.9,507.1,104.6,5,2
2150.39,120.9,284.4,58.8,5,2
2571.72,165.7,339.3,61.3,4,1
2066.84,90.9,309.1,51.8,5,1
2213.66,238.9,107.6,92.0,4,1
3994.11,205.1,521.1,121.1,6,2
2030.94,222.5,92.9,85.5,4,1
2317.96,170.3,238.1,76.1,4,1
2487.29,208.9,248.4,73.1,4,1
3189.76,228.4,355.7,94.9,4,1
1469.52,138.8,89.2,61.9,4,1
2047.68,202.9,120.1,84.0,4,1
1775.95,148.2,164.9,58.2,4,1
2481.98,216.1,188.6,95.9,4,1
2895.51,137.2,404.8,80.9,4,1
1621.34,128.6,166.3,49.1,4,1
2657.53,112.7,416.5,60.1,4,1
2859.97,105.1,487.4,54.4,4,1
1982.55,154.1,192.4,66.3,4,1
2763.91,167.4,264.5,115.1,6,1
2771.1,154.9,378.5,70.9,5,1
3196.89,97.7,598.2,45.9,5,2
4031.63,210.9,572.7,99.7,4,1
2652.01,134.9,373.1,68.9,5,1
3610.09,164.0,526.4,94.3,4,1
1945.3,202.0,70.7,95.0,4,1
1844.98,161.9,137.7,71.8,4,1
2141.22,97.9,335.9,45.1,6,2
3074.65,174.6,419.4,77.6,5,1
1741.48,175.2,118.4,63.0,4,1
2580.36,104.5,399.4,62.8,5,1
2332.54,182.2,203.8,87.6,4,1
3663.07,175.5,538.3,89.7,5,1
2859.79,223.2,282.3,93.1,5,1
1102.44,120.0,55.4,44.6,4,1
1752.24,112.9,214.3,49.3,4,1
3583.07,132.0,583.5,80.2,6,1
1617.55,162.4,79.4,72.3,4,1
3262.14,147.2,505.2,72.5,4,1
3034.31,134.6,478.3,64.7,4,1
4370.84,186.7,702.3,90.6,5,1
2788.84,165.4,377.3,68.7,6,2
3214.61,164.6,449.0,84.4,5,2
3499.74,185.7,482.9,91.7,5,2
4701.79,205.0,734.2,105.0,6,2
1883.75,233.5,23.8,95.0,4,1
2300.42,119.8,274.2,80.5,5,2
2881.49,137.4,385.2,87.9,5,2
2109.1,243.1,50.5,103.9,4,1
1916.88,111.1,242.7,55.7,6,2
3848.17,153.0,653.9,68.9,5,2
1734.72,112.9,205.8,51.1,5,2
4188.98,212.7,643.2,85.0,5,1
2295.12,192.0,188.3,86.0,5,1
3768.6,169.3,577.3,86.9,5,2
2745.17,170.8,289.0,100.7,5,2
1273.92,175.2,0.0,70.4,4,1
2683.99,129.1,397.2,64.3,6,2
3334.01,152.3,497.3,81.7,6,1
2737.33,92.8,482.9,48.3,6,1
3098.27,103.3,544.9,56.2,6,2
2733.46,205.7,291.2,82.9,4,1
3315.92,171.7,465.0,85.5,6,2
2958.65,129.5,453.9,69.5,5,1
1759.45,112.4,203.1,55.3,4,1
4153.97,193.1,586.5,115.0,5,2
3567.58,146.8,567.5,79.0,4,1
4581.47,205.9,697.4,107.6,5,2
1683.6,155.4,110.6,68.9,4,1
2407.26,201.9,209.7,84.5,4,1
2584.48,197.5,259.0,84.2,4,1
1692.14,125.9,191.9,46.8,4,1
1574.41,146.0,110.2,61.1,4,1
2192.95,136.4,274.1,61.3,5,1
3446.63,170.5,482.9,92.6,4,1
2677.13,175.4,278.0,96.0,5,2
3124.19,155.4,413.2,94.4,6,2
2970.14,205.3,365.9,76.2,4,1
3233.85,146.9,496.7,73.3,4,1
2962.83,122.5,476.6,62.9,5,2
2430.0,230.2,149.0,101.5,4,1
2219.02,165.2,215.7,77.3,4,1
3658.7,147.3,548.9,97.1,6,1
2508.49,145.3,283.1,88.3,4,1
2200.71,150.4,267.8,58.7,4,1
2447.27,137.9,296.0,79.1,5,1
3149.35,161.6,413.7,94.2,5,2
4353.78,191.3,710.3,83.1,4,1
1676.35,177.1,78.5,72.7,4,1
2523.4,164.1,258.6,92.5,4,1
2147.84,131.7,275.8,57.5,4,1
2991.11,180.1,352.7,95.5,6,2
2365.77,213.7,154.0,99.4,4,1
2101.69,126.5,278.9,53.4,4,2
2361.81,140.4,307.4,63.4,4,1
2496.74,124.9,317.3,80.9,5,2
2882.93,158.7,409.0,68.0,4,1
2015.81,135.3,251.9,51.9,4,1
1481.26,178.6,51.5,62.3,4,1
1457.47,108.8,141.2,50.8,4,1
2072.45,96.5,306.7,51.1,5,2
2274.34,123.5,319.2,55.9,5,1
2351.08,188.2,220.4,79.7,4,1
4584.1,180.1,770.4,86.9,4,1
1535.77,119.4,155.1,48.7,4,1
2137.64,245.2,91.4,88.0,4,1
3674.19,160.7,541.7,96.1,5,1
2520.63,117.1,387.1,56.0,5,2
2805.27,161.8,388.3,67.2,4,1
4451.4,168.1,750.2,86.5,6,2
2255.32,175.7,209.6,79.3,4,1
1956.23,126.9,242.3,53.3,4,1
4244.95,155.4,733.8,76.5,5,2
2989.97,189.7,328.1,102.1,5,2
2511.74,159.0,316.2,67.9,4,1
1418.53,128.8,91.9,59.5,4,1
2991.93,110.3,526.1,49.6,5,2
2021.56,110.9,278.1,51.7,5,1
2501.49,142.0,304.7,79.4,6,2
1443.36,223.0,0.0,85.7,4,1
2353.51,119.2,357.8,49.5,4,1
1663.83,147.4,142.5,56.1,4,1
3243.93,195.1,371.6,108.5,6,2
2943.16,202.7,297.2,104.8,4,1
2876.98,208.3,340.1,75.9,4,1
2841.21,99.0,500.1,49.4,5,1
1891.9,102.3,260.9,48.8,5,1
2025.52,160.3,201.7,64.2,4,1
1510.45,121.5,142.9,50.3,4,1
3630.21,143.7,581.9,80.9,6,2
3975.38,195.8,585.4,94.5,4,1
2436.06,203.5,218.5,83.1,4,1
2045.45,217.7,79.6,95.1,4,1
1804.02,149.0,149.2,67.9,4,1
1365.6,121.9,120.8,43.9,4,1
2310.39,221.1,171.3,82.3,4,1
3651.38,147.2,574.6,84.9,6,2
2617.6,187.8,258.7,92.4,5,2
1614.75,127.2,140.0,60.7,4,1
2781.45,98.5,444.8,67.6,5,2
1966.23,102.0,266.3,54.8,5,2
2992.29,184.0,290.9,121.4,6,2
2239.56,191.3,196.5,76.5,4,1
1726.33,104.7,213.4,50.4,5,1
2397.12,106.7,376.6,51.6,4,1
2298.92,100.5,340.8,59.3,6,2
1987.58,191.4,117.0,83.8,4,1
3916.29,199.8,532.8,109.5,5,2
3873.33,136.2,634.7,87.7,5,2
3022.2,215.9,314.4,100.1,5,1
2853.1,183.7,318.8,93.7,5,2
1692.37,114.9,199.9,48.2,4,1
2140.16,165.6,184.2,82.3,4,1
4062.8,211.8,564.6,106.4,5,1
4447.73,159.5,703.8,110.5,5,2
2875.64,187.8,338.8,85.5,4,1
1782.77,105.7,229.7,49.0,4,1
3782.18,172.1,598.9,77.6,5,2
1998.52,134.3,235.8,57.6,4,1
2002.72,122.1,267.0,49.6,4,1
2518.21,145.7,323.6,71.2,5,2
3568.98,172.8,503.7,95.9,6,2
2110.63,110.7,295.7,53.9,5,1
2657.42,155.5,297.9,93.8,5,2
2299.01,135.8,233.9,91.1,6,2
2676.96,147.5,341.9,80.0,4,1
1983.95,115.2,265.3,51.3,4,1
4255.61,164.5,730.6,75.0,6,2
3794.1,193.8,568.3,82.9,4,1
2508.79,100.5,374.4,67.7,6,2
2482.53,119.5,359.7,62.9,5,2
1703.39,122.5,195.8,47.8,4,1
2892.45,237.0,286.1,88.9,4,1
2964.79,172.3,382.2,83.0,4,2
2196.81,123.3,289.2,60.8,5,1
2169.2,184.5,187.5,75.7,4,1
4015.37,141.3,662.0,89.1,5,2
2706.78,249.0,209.1,97.2,4,1
3216.25,148.3,467.1,83.8,4,1
2176.89,111.5,303.6,57.4,6,2
1682.13,127.7,178.5,50.8,4,1
1988.41,215.5,94.6,83.1,4,1
2455.62,201.0,225.5,83.3,4,1
2323.98,111.1,364.0,47.1,5,1
1790.71,94.8,244.7,48.1,6,2
3387.05,219.4,421.2,91.6,5,1
2085.95,166.8,211.6,63.6,4,1
2532.65,152.3,338.3,63.4,4,1
2362.81,162.5,297.8,58.0,4,1
2709.55,144.1,400.3,59.1,4,1
2579.54,164.2,279.3,89.5,5,2
3532.37,244.7,403.3,104.5,4,1
2864.33,222.6,284.2,93.0,4,1
2902.45,149.4,380.9,86.8,6,2
2342.18,82.1,400.5,45.7,5,2
1655.76,184.5,37.8,85.2,4,1
1404.24,112.3,123.6,51.2,4,1
1558.82,175.9,74.5,61.9,4,1
2712.68,151.4,314.7,94.3,5,2
2543.24,186.4,272.9,78.4,4,1
3081.11,168.4,404.1,87.9,5,2
2271.79,193.6,187.8,82.9,5,1
3049.15,158.2,435.3,75.0,5,2
3289.62,121.6,553.6,65.4,5,2
3519.5,170.7,511.8,87.7,4,1
2326.74,99.8,338.6,63.7,5,1
2614.48,98.7,406.0,66.2,6,2
2597.78,145.4,356.0,65.8,5,2
2308.72,149.6,272.1,69.1,4,1
2084.62,128.2,286.6,47.3,4,1
2022.01,123.7,262.8,52.9,4,1
4449.46,181.2,757.0,77.4,6,2
2102.01,144.1,268.5,50.2,4,1
2058.02,103.4,278.9,58.8,4,1
3768.27,223.9,517.5,89.2,5,1
3236.58,177.1,450.0,80.9,5,1
2956.27,134.1,460.9,64.0,4,1
1773.6,151.7,123.4,74.8,4,1
2785.21,131.0,415.5,66.6,4,1
2933.23,165.9,416.0,67.3,4,1
1853.8,172.3,123.4,74.5,4,1
2705.01,112.0,449.9,50.8,5,2
1928.12,220.8,62.8,88.2,4,1
2523.57,180.4,253.6,87.5,4,1
3542.8,173.8,516.9,86.6,4,1
1846.05,150.7,160.3,66.9,4,1
1859.65,99.7,241.4,55.0,4,2
1879.63,140.8,169.2,71.1,5,1
3927.0,170.9,624.6,82.8,4,1
2206.48,152.5,263.1,60.4,4,1
3145.17,122.9,503.9,70.9,6,2
3586.71,163.9,521.8,93.8,5,1
2430.6,118.1,339.9,66.5,4,1
2303.27,94.0,387.0,42.1,5,2
3241.69,188.9,411.3,93.4,5,1
2962.38,219.9,334.9,82.6,4,1
2607.18,188.2,298.9,73.2,4,1
1988.8,220.0,82.4,86.6,4,1
1775.72,137.0,184.0,54.7,4,1
3309.39,214.9,400.3,94.3,5,2
3205.54,172.5,448.5,80.2,4,2
2220.97,192.1,143.8,97.5,5,1
2729.56,163.8,320.7,88.0,4,1
3116.21,181.0,435.8,72.1,4,1
2621.07,179.8,290.1,82.4,4,1
1921.13,150.7,215.8,50.6,4,1
3630.98,192.2,492.1,99.3,5,1
3548.25,167.2,533.0,83.0,4,1
2838.06,168.1,379.6,71.9,4,1
3173.0,151.3,490.2,67.5,4,1
2502.84,199.4,230.7,86.9,4,1
3609.53,172.3,538.2,85.3,4,1
2698.94,127.6,407.5,62.1,5,2
2719.11,155.8,333.2,84.8,6,2
3186.1,185.5,377.1,104.0,5,2
2854.15,225.4,276.9,93.9,4,1
1948.65,197.9,94.7,86.5,4,1
3553.48,130.6,609.1,66.1,5,2
2212.88,197.7,157.1,88.2,4,1
2755.99,205.3,299.6,81.8,4,1
1764.62,213.1,33.9,86.3,4,1
3781.61,182.2,507.9,113.5,6,2
2935.85,167.4,394.6,76.4,5,2
3159.15,166.6,408.1,95.6,5,2
1891.44,127.7,221.7,54.9,4,1
2838.91,144.6,425.5,62.1,4,1
3796.82,194.7,554.8,88.8,5,2
2807.13,111.9,451.8,61.4,5,1
3354.92,176.3,448.2,95.2,5,1
1748.85,167.2,132.6,61.1,4,1
2837.68,138.5,418.1,67.9,5,1
1541.93,112.8,177.3,42.4,4,1
2060.07,130.4,248.6,60.5,4,1
1458.06,123.1,124.2,52.1,4,1
2590.7,183.5,288.6,78.0,4,1
1844.85,111.0,231.8,52.6,4,1
2266.7,156.6,266.7,63.7,4,1
2291.58,152.2,242.1,79.4,4,1
2428.66,126.0,334.1,65.4,5,2
2910.79,107.5,457.0,72.5,5,1
3093.61,218.7,344.2,93.6,4,1
2072.95,96.1,310.8,49.5,6,2
2703.03,242.5,233.8,88.7,4,1
2829.8,184.4,335.1,83.5,4,1
2226.31,90.7,328.6,61.0,5,2
3003.9,188.3,344.8,96.9,5,1
2991.26,139.3,400.0,92.7,5,2
1878.48,150.8,172.7,65.0,4,1
2147.25,110.6,293.1,59.2,5,1
1778.05,163.5,105.5,78.0,4,1
4386.91,164.7,713.6,97.1,6,2
2688.73,155.3,334.9,80.9,5,1
2177.31,228.7,94.2,98.4,4,1
1356.56,122.0,112.1,46.7,4,1
3746.74,160.2,574.3,89.9,6,1
1840.64,122.2,224.5,50.4,4,1
1148.05,120.8,66.0,44.5,4,1
2683.95,229.5,240.2,89.5,4,1
2964.55,173.4,317.9,111.0,5,2
1466.75,143.8,79.6,63.7,4,1
1496.93,109.8,163.9,44.6,5,1
3753.79,208.0,525.7,91.0,5,1
1734.2,109.1,205.0,53.1,4,1
2917.44,129.8,450.3,66.3,4,1
3505.83,146.5,563.9,73.8,4,1
2011.88,138.1,241.8,54.7,4,1
5083.11,181.4,797.3,129.8,6,2
2955.0,194.8,370.5,77.1,4,1
3719.78,233.5,469.4,100.9,4,1
1960.28,240.7,57.8,85.1,4,1
2824.38,178.3,338.1,84.3,5,1
2303.53,97.6,360.8,52.2,6,2
1782.81,123.6,217.2,46.6,4,1
2361.75,122.1,355.7,50.1,5,1
3843.32,201.5,528.4,102.7,4,2
3075.4,171.9,402.6,86.4,4,1
2978.79,104.2,499.5,62.7,5,2
2414.82,185.6,245.7,76.6,4,1
2453.33,152.4,318.2,63.5,4,1
2365.47,128.9,351.5,49.3,4,1
2033.2,132.9,217.4,70.3,4,1
1750.47,140.4,168.6,57.1,4,1
2698.55,127.5,369.2,79.1,6,2
2957.81,167.7,329.9,107.5,5,2
1923.53,102.9,274.7,45.9,5,2
2381.37,192.8,210.4,85.4,4,1
1459.58,126.4,119.2,53.0,4,1
2909.43,177.8,321.0,101.6,6,1
1478.44,150.8,97.2,54.1,4,1
1735.93,100.5,219.9,50.5,4,1
2501.87,209.9,209.9,91.4,4,1
2155.28,122.2,276.4,62.3,5,1
4006.08,184.0,558.8,115.0,5,2
3251.75,171.2,460.4,80.6,5,1
1355.13,111.5,122.2,46.7,4,1
2622.49,207.8,267.3,80.2,4,1
3402.38,152.0,543.1,69.1,5,1
1798.44,157.9,167.1,55.4,4,1
2174.51,117.7,305.2,53.7,5,2
1990.06,125.5,254.8,52.1,4,1
2064.91,153.3,201.1,71.9,5,1
2753.58,169.1,307.3,94.2,5,1
2243.41,153.7,219.1,83.5,5,1
2890.87,188.4,352.5,80.8,4,1
3129.6,215.0,371.5,87.1,5,1
3272.48,155.8,495.0,74.4,6,2
1825.32,166.4,113.2,78.5,4,1
1188.72,159.6,8.4,57.4,4,1
1617.82,118.9,186.8,43.9,4,1
2694.11,100.5,461.9,49.4,6,2
2638.35,258.7,192.3,92.7,4,1
2330.47,110.8,359.0,50.1,4,1
1912.66,88.5,273.7,51.5,5,2
2833.32,207.6,307.6,85.9,4,1
2210.09,209.6,160.0,81.3,4,1
2611.58,120.8,341.5,84.7,5,2
2359.3,175.1,236.2,79.3,4,1
2497.42,105.4,401.3,52.3,6,1
1454.44,174.3,40.3,66.2,4,1
2730.99,121.6,373.6,83.4,5,2
2769.09,204.2,306.1,80.8,4,1
3349.08,224.6,416.6,87.1,4,1
3444.94,158.0,508.3,86.6,5,2
2526.74,98.7,423.5,48.6,5,1
2593.49,206.2,244.9,87.7,4,1
2761.86,194.3,326.6,75.4,4,1
1671.99,106.7,208.2,45.8,5,1
3698.48,140.9,629.6,68.5,5,2
2883.06,236.4,294.1,84.6,4,1
2261.33,249.2,111.3,91.0,4,1
3042.69,142.7,427.8,84.6,5,2
4564.13,185.9,710.4,108.8,5,2
3081.26,212.2,344.7,94.8,4,1
2563.28,107.0,416.2,52.3,5,1
1633.92,150.7,128.1,57.6,4,1
2912.56,151.8,376.1,89.0,5,1
2696.84,224.7,252.4,87.6,4,1
2950.1,198.1,374.4,73.4,4,1
2181.58,174.6,192.3,79.3,4,1
2017.23,154.7,172.9,78.6,4,1
2993.68,203.2,323.0,98.8,5,1
3332.42,176.1,469.5,83.3,5,2
4460.8,194.1,709.0,94.3,5,1
2115.0,176.3,131.0,98.4,4,1
2450.4,233.2,172.2,92.1,4,1
1462.13,137.3,85.1,63.6,4,1
2032.4,159.4,178.6,75.6,4,1
2436.81,83.4,403.6,54.3,6,2
1903.64,177.0,137.5,71.7,4,1
2897.86,166.9,364.1,86.0,4,2
2725.59,187.4,315.8,79.2,4,2
1673.36,160.5,99.3,70.5,4,1
1968.35,121.9,253.8,51.7,4,1
2408.73,173.3,278.3,66.9,4,1
1895.29,107.9,248.6,52.1,4,1
2079.0,140.8,233.0,64.9,4,1
2879.89,133.8,464.0,54.3,4,2
2355.92,119.2,331.9,61.3,5,1
2558.85,113.5,393.3,59.1,4,1
2837.42,103.6,480.9,55.5,5,1
2876.27,154.7,363.8,89.1,5,1
2655.21,196.1,304.8,72.4,4,1
2211.22,139.8,266.9,64.9,4,1
2520.55,151.3,335.3,63.8,4,1
2671.84,200.7,288.2,79.6,4,1
2665.09,196.6,290.7,79.5,4,1
2014.37,115.0,252.8,60.3,5,1
2489.84,173.9,255.1,86.0,5,1
1769.28,110.2,185.3,65.2,4,1
2010.9,241.7,69.9,85.0,4,1
2093.07,144.8,250.2,57.0,4,1
1419.14,102.6,155.6,42.9,4,1
2674.48,130.8,384.0,68.4,5,1
2166.99,167.3,209.7,73.2,5,1
2890.28,92.9,531.4,43.7,5,2
2861.83,196.1,266.9,112.2,5,2
2453.23,103.3,365.5,64.2,5,2
1447.32,133.6,107.6,53.6,4,1
2102.95,90.6,339.5,42.5,6,1
1655.79,134.0,139.4,62.4,4,1
2957.52,93.1,523.3,54.6,5,2
2663.36,132.7,405.1,56.9,4,1
3818.84,164.1,605.1,82.4,5,2
1540.08,130.4,124.0,58.1,4,1
2601.93,165.8,280.9,90.6,5,2
2866.47,185.5,363.9,74.3,4,1
1913.7,91.7,269.2,52.2,6,2
2491.5,167.2,303.6,67.6,4,1
3504.72,172.8,530.0,77.1,6,2
2717.79,229.6,261.4,83.8,4,1
2261.2,141.0,294.0,57.9,4,1
2623.49,183.2,307.3,73.5,4,1
2253.27,178.1,220.5,73.2,4,1
2162.46,233.5,90.8,96.1,4,1
2369.48,107.8,354.8,57.7,4,1
2050.54,205.2,136.9,75.8,4,1
3364.66,206.3,399.8,104.5,5,1
2510.97,122.8,366.2,61.7,6,2
2218.03,175.8,194.6,81.8,4,1
3345.27,105.9,583.6,65.2,5,2
2775.15,176.7,294.7,98.8,4,1
2745.35,199.3,297.4,84.3,4,1
4024.53,163.7,640.4,89.8,6,2
1735.2,140.1,154.9,61.7,4,1
3831.79,130.5,687.4,62.2,5,2
2937.65,135.3,436.4,72.3,6,1
1662.5,169.8,88.4,70.0,4,1
3115.66,259.3,286.7,103.5,4,1
1886.73,225.9,46.9,88.4,4,1
2088.33,193.6,150.1,79.2,4,1
3687.04,161.5,519.7,106.9,6,2
1884.93,196.4,98.6,78.3,4,1
2221.64,167.1,226.6,71.9,5,2
2824.88,235.4,264.4,91.8,4,1
3330.7,202.9,422.2,92.3,5,2
2411.12,111.7,346.3,64.3,5,2
3292.33,148.1,500.3,77.6,5,1
3137.44,194.5,371.0,97.3,5,2
3025.38,205.4,261.6,128.6,6,2
3029.95,179.8,400.3,78.8,4,1
954.0,114.4,27.0,43.2,4,1
2689.82,185.5,273.1,95.1,6,2
1365.92,114.8,108.7,52.4,4,1
1968.86,157.0,197.1,61.4,4,1
3458.06,148.8,534.0,80.7,4,1
1930.78,189.2,104.2,84.1,4,1
2456.04,174.3,289.5,66.8,4,1
1891.68,220.9,17.1,104.4,4,1
3172.16,160.3,439.6,85.8,5,2
2825.12,127.5,435.9,63.5,5,1
3024.7,132.7,462.7,71.5,5,2
4121.65,173.0,573.0,126.4,5,1
3043.24,207.2,385.0,74.9,4,1
2267.04,139.6,310.7,51.7,4,1
4085.91,193.9,592.9,104.3,6,1
2242.14,125.4,283.7,67.3,5,1
1859.04,121.2,185.9,70.1,4,1
2580.64,139.4,319.5,82.8,5,2
1522.34,112.9,170.6,43.1,4,1
2071.12,101.3,298.8,52.3,5,2
1366.56,131.2,76.1,59.7,4,1
2757.94,108.5,463.8,52.1,5,2
1325.66,116.3,103.3,49.7,4,1
1608.03,134.7,151.3,51.5,4,1
2190.54,141.0,261.6,64.4,4,1
2383.22,139.4,279.8,78.5,5,2
2895.73,165.4,338.3,97.9,5,2
3355.74,160.3,524.3,68.6,4,1
3779.4,204.1,480.8,115.5,5,2
4722.16,190.2,808.0,81.0,6,2
4147.25,172.5,673.1,85.0,5,1
1951.29,174.2,152.9,71.4,4,1
2830.89,160.6,398.2,66.2,5,1
2321.85,110.9,360.4,48.5,4,1
3040.61,113.7,489.9,69.5,5,2
2402.89,145.1,300.1,69.1,5,1
1903.2,211.1,52.4,94.3,4,1
2343.8,169.3,250.7,73.8,4,1
3021.29,225.6,321.2,92.7,4,1
2453.06,205.4,212.2,87.0,4,1
2397.68,180.7,251.1,74.5,4,1
3849.02,171.9,575.9,95.3,5,1
3581.98,175.5,482.1,105.7,6,2
2137.26,175.3,189.4,75.4,4,1
3086.91,185.3,399.0,83.3,4,2
2186.5,104.6,343.3,43.9,6,2
2591.41,242.6,170.4,104.4,4,1
1609.01,131.2,145.3,55.9,4,1
4344.08,176.2,666.9,107.9,5,2
2318.44,93.7,352.4,59.3,5,2
2308.73,152.5,294.1,58.0,4,1
2594.29,99.5,434.9,50.7,4,1
2197.87,152.0,249.6,65.7,4,1
3253.47,190.1,436.8,82.9,5,1
1893.02,139.5,213.4,53.5,4,1
2625.5,232.1,230.5,86.1,4,1
3231.28,121.9,531.2,68.8,5,2
2442.69,94.3,421.7,42.1,5,2
1632.96,206.4,6.8,86.7,4,1
2091.68,185.1,185.7,67.6,4,1
2958.78,108.4,524.9,47.3,5,2
1911.99,166.7,140.4,76.0,5,2
1854.55,147.1,166.9,66.5,4,1
1514.37,112.5,166.4,44.3,4,1
4170.38,171.3,688.5,81.2,6,2
1349.04,142.2,69.3,55.9,4,1
1499.69,137.2,114.4,54.8,4,1
2787.26,115.3,428.1,68.2,5,1
2689.77,134.2,393.0,64.6,4,2
3267.28,149.1,514.1,68.3,5,1
2803.45,144.6,401.1,69.0,5,1
1820.43,210.6,48.7,87.0,4,1
