gender,age,height_cm,weight_kg,bodyfat_percent,activity_level,goal_type,goal_delta_kg,goal_time_weeks
0,50,159,67.0,28.0,2,1,-3,16
1,50,156,77.1,17.0,2,1,-3,11
0,26,199,61.9,23.1,3,1,-6,10
0,24,182,105.3,15.8,1,0,0,9
1,55,154,102.8,21.4,2,2,5,7
1,37,177,50.3,15.9,4,0,0,4
0,31,196,67.0,29.0,3,1,-5,16
0,34,191,85.5,16.2,2,1,-2,14
0,37,200,77.4,25.4,3,0,0,15
1,56,195,73.0,22.6,4,2,6,8
0,56,161,50.9,19.3,1,2,2,13
1,48,160,75.0,21.8,1,2,6,9
1,22,171,86.6,0.0,4,1,-7,5
0,56,170,95.2,17.7,4,2,8,9
0,37,193,56.2,12.7,1,2,5,8
1,31,178,89.8,14.7,4,2,8,10
0,50,159,69.9,27.6,2,2,3,15
0,58,160,50.0,12.6,3,0,0,5
0,48,198,105.9,22.6,2,0,0,13
0,47,175,74.1,16.0,4,0,0,6
0,49,190,79.6,17.8,5,0,0,6
0,47,166,98.5,27.8,3,0,0,10
1,51,194,56.3,0.0,1,0,0,6
0,49,175,69.7,25.6,5,1,-4,7
1,29,162,79.6,26.3,2,2,4,8
1,28,164,92.3,27.5,2,0,0,16
1,38,186,83.8,19.1,2,2,3,7
0,24,168,65.7,15.4,3,0,0,13
0,36,171,69.1,29.5,1,1,-4,5
1,23,166,66.9,27.1,5,1,-2,11
1,18,165,69.2,14.8,4,1,-7,10
0,60,167,63.1,22.7,3,0,0,5
1,23,186,78.1,24.3,3,0,0,15
0,19,167,61.8,12.9,4,1,-5,9
0,43,176,63.2,15.8,2,0,0,16
1,40,183,104.1,0.0,4,0,0,11
0,35,179,107.1,24.4,3,2,4,14
0,24,151,93.0,13.9,3,2,3,5
1,37,178,93.4,20.8,5,0,0,15
1,30,178,108.9,15.7,4,2,3,14
0,39,190,94.8,0.0,3,0,0,15
1,34,193,80.1,17.8,1,0,0,12
0,59,172,63.8,24.0,4,0,0,14
0,29,164,69.7,25.4,1,0,0,12
1,25,153,73.0,17.1,2,1,-7,16
0,34,175,89.8,22.5,2,0,0,8
1,34,158,64.2,17.3,1,2,8,7
1,45,175,99.3,24.0,5,2,8,7
0,58,198,78.9,16.4,5,0,0,15
0,49,191,82.5,27.9,5,1,-7,5
1,25,155,73.0,28.1,2,0,0,13
0,26,171,103.5,23.8,5,0,0,13
0,30,175,85.5,27.0,4,0,0,10
0,25,180,79.8,0.0,3,0,0,10
0,35,189,52.1,17.3,4,1,-2,7
1,46,157,67.4,19.2,2,2,4,10
0,56,176,74.1,25.8,1,2,5,10
0,22,192,88.0,16.6,3,1,-3,10
0,54,185,73.6,19.0,3,0,0,11
0,22,186,64.9,19.3,3,0,0,16
0,29,197,89.2,0.0,3,0,0,5
0,27,198,55.2,26.9,5,2,2,5
0,51,159,105.6,14.8,3,0,0,8
1,37,200,76.0,24.5,2,1,-5,6
1,39,193,68.3,24.6,4,1,-5,10
0,55,188,96.1,17.6,1,2,3,9
0,46,194,104.7,21.1,3,0,0,10
0,47,199,90.8,27.7,3,0,0,7
1,50,164,62.0,27.0,2,0,0,6
0,54,167,90.0,0.0,5,1,-6,4
1,24,159,105.3,11.4,2,2,3,15
1,60,167,57.7,25.5,2,1,-8,4
1,25,175,80.8,11.0,1,1,-4,16
0,43,150,73.1,20.6,5,2,8,16
1,33,154,102.0,11.1,1,0,0,10
1,37,154,59.5,23.0,4,0,0,8
1,24,171,68.9,21.4,3,1,-6,6
0,40,179,56.8,13.0,4,1,-5,15
1,52,179,80.4,21.0,5,0,0,10
0,31,200,63.3,0.0,4,2,5,16
0,32,197,108.4,0.0,5,1,-4,13
1,32,160,59.1,0.0,3,1,-2,13
0,43,160,65.2,16.9,4,1,-8,7
0,24,198,85.1,18.5,1,0,0,16
1,27,154,78.5,24.6,4,1,-3,14
0,20,156,56.0,0.0,4,0,0,9
0,54,173,70.6,26.1,3,0,0,4
0,18,150,79.7,20.8,1,0,0,10
0,37,190,60.0,18.7,4,2,2,8
0,28,186,63.1,23.9,3,1,-5,4
1,39,159,103.0,10.6,5,1,-8,16
1,23,200,55.7,0.0,2,0,0,12
1,60,198,90.7,18.8,2,0,0,7
0,37,180,104.3,14.1,3,1,-6,6
0,28,199,92.3,28.2,1,1,-5,4
1,44,186,72.8,23.0,5,1,-5,7
0,42,168,65.1,25.5,5,0,0,6
1,26,170,69.1,17.1,3,2,4,16
0,23,192,97.1,10.1,2,1,-8,16
0,27,172,64.7,10.6,3,2,4,10
1,43,155,95.5,25.4,1,0,0,12
1,54,191,108.0,16.8,5,2,5,14
1,53,198,52.7,17.9,4,0,0,7
1,49,167,57.8,15.4,4,0,0,6
1,40,157,102.0,28.4,5,2,5,10
0,30,194,51.4,18.5,3,2,4,6
1,22,180,84.0,10.9,1,1,-7,13
0,56,181,64.6,24.5,2,1,-5,4
0,32,185,80.2,12.1,2,1,-7,9
1,21,156,85.2,29.7,4,1,-6,5
0,20,156,71.2,27.9,5,2,6,12
0,60,166,90.2,12.1,4,1,-2,8
1,38,164,66.8,10.6,1,1,-7,9
1,28,189,63.0,28.5,4,2,7,4
1,47,179,74.6,27.7,5,1,-6,16
1,19,167,60.4,28.8,1,1,-2,14
0,32,191,53.4,11.1,2,0,0,4
0,37,178,81.4,0.0,4,1,-2,5
1,42,155,103.5,22.3,2,2,5,9
1,19,199,51.3,26.6,5,0,0,13
0,49,151,57.5,14.1,1,1,-3,14
0,52,169,97.6,11.2,1,0,0,6
0,53,157,106.9,12.5,2,0,0,15
0,57,186,73.9,0.0,5,0,0,10
1,49,172,93.4,21.4,1,1,-2,10
1,27,165,95.0,0.0,1,2,8,15
0,45,169,91.1,20.0,5,2,8,6
0,47,170,85.1,18.1,4,0,0,9
1,38,198,58.9,22.2,3,2,4,5
1,20,200,70.6,16.7,3,0,0,7
1,41,187,69.8,23.9,4,1,-8,4
0,39,194,102.2,0.0,3,2,6,16
0,33,188,109.8,13.2,5,0,0,12
0,36,155,74.0,18.2,4,1,-4,4
1,48,150,63.2,19.2,3,2,6,12
1,33,150,62.6,20.1,3,1,-2,11
1,18,176,91.9,25.4,2,1,-5,9
0,53,199,63.8,17.6,1,0,0,11
1,59,173,86.4,16.3,1,2,7,6
0,21,164,101.3,12.3,3,0,0,11
1,18,152,97.0,17.2,2,2,7,11
1,55,154,90.6,27.3,2,0,0,5
1,21,177,104.2,26.3,3,0,0,4
0,25,159,85.7,23.2,3,1,-3,6
1,58,180,74.3,21.5,3,2,5,15
0,38,183,81.7,11.9,1,0,0,16
0,50,170,98.8,23.0,5,1,-4,15
0,31,171,85.5,0.0,2,2,2,10
0,46,167,70.6,0.0,1,1,-4,13
1,40,190,88.9,16.1,1,1,-8,15
0,47,164,101.0,26.4,4,1,-7,12
1,25,193,50.9,21.5,4,1,-3,14
1,31,173,50.5,27.2,2,0,0,16
1,18,161,79.4,23.8,3,2,4,6
1,40,166,97.2,20.3,3,0,0,8
0,58,200,108.7,19.6,3,1,-7,9
1,26,151,99.2,0.0,2,0,0,13
1,40,167,79.5,0.0,1,0,0,5
0,39,180,94.4,0.0,4,2,6,16
0,30,168,51.9,27.2,2,0,0,14
1,34,186,58.0,28.4,3,0,0,7
0,19,198,83.7,0.0,2,1,-6,10
0,58,152,68.7,25.9,2,1,-8,8
1,20,154,70.5,17.0,5,1,-2,6
1,30,176,78.3,19.5,4,1,-3,14
0,27,184,66.7,17.8,5,2,8,11
0,46,197,91.2,24.7,2,1,-6,5
0,59,174,60.9,0.0,2,2,7,14
1,47,165,109.9,0.0,3,0,0,4
1,31,188,73.6,24.6,1,1,-6,14
0,34,169,52.0,13.6,4,2,5,14
1,40,162,92.5,20.2,3,0,0,7
1,53,158,98.4,0.0,5,1,-6,10
1,29,172,51.5,0.0,3,2,5,11
0,53,198,76.4,10.5,3,2,5,13
0,25,194,93.6,23.6,2,2,7,6
1,24,190,53.7,22.1,1,1,-2,10
0,36,172,72.9,16.9,1,2,5,6
0,48,168,78.2,0.0,2,2,7,14
1,60,182,69.7,14.5,2,2,4,8
0,51,158,102.8,25.2,5,0,0,8
0,52,161,92.9,18.6,2,0,0,12
0,60,182,61.7,24.7,4,1,-6,7
1,35,177,86.0,0.0,5,2,8,5
1,22,195,75.0,12.1,4,0,0,4
0,54,188,76.6,12.6,3,0,0,5
0,33,197,109.7,22.1,2,2,2,14
1,27,183,93.6,27.3,2,0,0,9
0,33,194,67.8,23.4,5,1,-2,15
0,23,171,101.0,0.0,1,2,8,5
1,23,167,62.0,22.8,2,2,4,5
0,30,152,94.0,28.8,3,0,0,13
1,34,152,107.4,29.4,1,1,-2,8
0,48,195,73.4,22.5,2,0,0,9
1,44,192,70.5,22.0,4,0,0,12
1,30,156,50.5,22.3,1,1,-2,11
1,49,172,84.3,24.5,2,0,0,5
0,53,156,73.4,12.5,4,2,2,13
0,56,182,107.3,12.9,5,0,0,14
1,28,164,65.8,28.0,1,2,3,12
0,40,181,82.9,16.4,3,1,-8,6
1,58,190,82.3,0.0,5,0,0,12
1,52,188,67.1,16.9,5,1,-5,8
1,39,154,88.6,25.7,5,0,0,12
1,33,155,60.0,15.5,4,0,0,7
0,59,153,85.7,18.6,4,1,-7,11
1,47,169,53.2,11.7,3,1,-4,15
0,50,196,88.7,21.7,2,2,4,12
1,22,190,65.3,13.5,4,1,-6,6
0,32,194,74.0,0.0,4,1,-4,4
0,22,162,82.6,17.4,5,1,-3,11
0,55,170,57.1,20.2,1,2,3,16
1,23,172,54.6,17.9,5,1,-3,16
1,20,174,56.7,0.0,3,0,0,7
1,19,192,68.6,17.4,1,2,5,13
1,51,200,62.3,0.0,1,0,0,4
1,37,196,107.0,12.5,5,2,4,10
0,60,199,102.2,14.2,1,1,-5,11
0,27,166,89.8,0.0,1,1,-6,7
1,25,185,72.5,0.0,4,1,-7,16
1,32,180,58.5,25.9,4,2,3,8
0,50,150,91.7,0.0,5,2,4,9
0,51,177,105.2,21.3,5,1,-6,10
0,49,183,57.7,24.3,3,0,0,12
0,41,150,96.3,27.1,1,0,0,7
0,59,173,96.4,19.5,5,1,-6,16
0,18,153,70.4,27.8,5,0,0,12
0,32,165,97.7,0.0,4,0,0,15
1,35,180,80.3,21.7,1,0,0,8
0,39,150,105.9,14.0,5,0,0,12
0,19,166,77.0,22.2,2,1,-7,14
1,30,158,84.9,18.5,1,0,0,7
1,49,184,103.2,13.0,1,1,-3,13
1,59,178,84.3,0.0,1,2,5,6
1,28,200,67.2,25.1,4,2,3,15
1,41,194,87.1,22.3,4,0,0,7
0,53,193,78.2,29.6,3,1,-4,4
1,52,192,95.9,24.8,5,1,-3,16
1,27,185,86.3,13.1,2,1,-8,13
1,39,191,84.1,12.3,1,1,-4,8
1,55,195,88.1,21.3,1,1,-7,6
1,46,175,61.5,10.7,3,2,2,5
1,23,179,58.6,24.6,4,2,2,8
1,18,159,89.9,11.8,1,0,0,15
1,34,156,53.3,28.8,2,2,8,7
0,36,198,73.2,0.0,3,2,2,6
1,32,199,81.6,26.8,5,2,7,7
1,49,161,95.5,23.0,5,1,-8,8
1,25,187,96.1,15.0,4,2,3,15
0,28,200,67.4,20.3,2,1,-4,11
1,43,152,62.0,16.3,2,0,0,9
0,18,169,104.7,13.5,2,2,3,16
0,26,197,85.1,26.3,5,2,6,12
1,58,182,90.0,20.2,1,2,7,9
0,41,180,88.8,28.9,3,1,-6,6
1,22,156,107.0,12.8,5,2,6,5
0,44,198,53.1,11.5,5,1,-3,15
0,60,170,66.4,17.5,3,0,0,11
0,41,191,88.5,0.0,5,1,-6,15
1,41,158,89.4,16.6,4,1,-2,13
0,28,155,56.0,26.0,1,2,2,14
0,19,152,70.4,25.1,2,1,-3,8
1,20,190,63.2,0.0,2,0,0,8
0,26,171,79.5,26.3,4,2,8,11
0,34,168,66.5,11.2,2,1,-4,11
0,60,162,84.8,27.5,2,2,8,16
1,52,169,69.1,16.8,4,1,-5,10
1,38,192,96.0,28.4,2,2,7,12
0,27,183,91.3,27.3,5,1,-3,11
0,26,162,108.4,20.4,5,1,-6,11
1,48,167,104.6,0.0,4,2,4,5
1,45,158,89.1,13.5,4,0,0,7
0,58,165,106.1,0.0,3,2,7,15
1,57,150,108.6,26.2,4,1,-6,4
1,18,186,97.2,21.9,2,2,7,11
1,52,185,66.6,23.7,5,2,5,10
1,43,191,51.0,15.0,3,2,4,6
1,33,154,60.2,28.9,4,0,0,13
0,36,166,93.0,26.2,1,0,0,8
0,44,163,97.1,13.1,5,0,0,11
1,26,153,63.5,10.5,3,1,-3,16
0,44,165,75.1,12.3,4,2,6,6
1,31,199,66.0,29.5,1,1,-2,15
0,42,151,65.2,29.7,2,0,0,16
1,23,191,59.4,10.7,4,0,0,9
0,37,161,73.3,0.0,4,0,0,8
1,47,194,103.8,0.0,3,2,8,13
0,24,175,81.4,23.8,4,0,0,11
0,33,183,71.5,23.5,2,1,-8,7
1,57,169,79.0,0.0,1,2,8,14
1,18,164,73.2,11.4,4,2,4,15
1,50,165,81.3,25.1,2,1,-7,16
0,55,187,107.2,0.0,1,1,-8,4
0,42,159,73.9,14.9,4,0,0,10
1,40,182,106.7,15.7,5,2,6,15
0,42,166,52.9,27.5,1,1,-6,16
0,38,191,107.5,0.0,5,2,2,14
0,40,156,50.3,21.8,3,2,4,8
0,49,157,97.1,25.5,5,1,-3,5
0,29,170,70.2,14.1,1,2,5,5
0,58,176,53.4,26.2,4,2,5,10
1,60,191,100.9,22.1,2,1,-4,8
0,52,200,97.4,23.3,4,2,5,8
0,60,186,53.3,22.5,3,1,-3,5
1,52,174,84.0,23.6,3,2,5,7
0,22,179,65.0,0.0,1,0,0,9
1,42,172,100.3,0.0,4,1,-3,16
0,28,173,61.7,11.2,5,1,-6,12
1,57,198,87.8,21.4,1,1,-2,13
1,22,181,57.8,27.0,5,0,0,4
1,50,174,73.2,12.9,3,1,-3,7
0,23,197,54.7,17.6,4,0,0,16
0,44,162,65.1,10.3,3,2,6,5
1,50,198,106.2,23.8,1,0,0,8
0,49,188,51.5,27.8,2,2,8,16
0,45,163,61.4,0.0,5,0,0,16
0,25,167,109.8,23.4,5,2,2,5
1,55,150,66.9,13.4,5,2,6,12
0,60,180,96.1,26.8,3,1,-2,6
1,56,183,63.0,13.6,1,0,0,4
1,39,158,66.1,21.2,1,1,-5,15
0,49,200,64.7,0.0,2,0,0,4
1,19,191,50.9,12.1,4,0,0,12
0,24,151,68.2,18.6,3,0,0,8
0,18,166,98.1,0.0,1,2,6,14
0,47,177,56.9,14.7,5,1,-3,16
1,39,197,75.0,12.8,5,2,2,6
1,58,187,51.9,22.6,4,1,-8,5
0,48,168,102.0,11.6,3,1,-2,16
0,33,157,80.7,0.0,3,2,3,14
0,52,184,67.7,25.9,4,0,0,5
0,28,195,78.1,18.1,2,0,0,4
0,33,195,86.6,11.3,1,1,-8,9
1,27,198,82.8,0.0,2,0,0,11
0,18,156,50.2,20.3,5,1,-7,16
0,47,193,101.2,13.6,4,1,-3,15
0,40,154,95.7,25.2,1,1,-5,10
1,42,194,99.3,15.8,3,2,2,7
1,53,156,89.3,0.0,1,1,-5,9
1,28,175,56.0,20.6,1,2,4,4
0,44,158,66.6,0.0,1,2,6,16
0,36,179,94.4,17.9,3,0,0,11
0,22,155,99.7,21.8,2,0,0,6
1,50,178,104.9,13.2,2,0,0,8
1,36,180,94.7,10.5,5,0,0,7
0,47,163,70.9,15.5,1,0,0,11
1,40,176,79.7,18.1,3,1,-5,6
0,26,178,71.1,27.4,2,1,-2,9
1,20,180,103.2,10.2,4,0,0,16
1,43,178,63.9,20.0,2,2,7,14
0,22,165,79.3,18.8,3,0,0,16
1,55,189,90.5,14.7,1,0,0,4
0,38,166,104.8,0.0,1,1,-7,11
0,32,153,71.7,19.5,4,2,4,16
1,56,196,58.5,13.1,1,2,3,11
0,51,162,103.8,18.0,3,1,-2,7
0,26,156,84.1,28.3,3,1,-6,11
1,31,154,99.7,19.6,5,1,-4,8
1,37,178,80.1,26.8,5,2,6,10
0,47,168,76.3,21.6,1,2,7,6
1,42,157,56.1,27.7,2,0,0,15
1,27,168,94.5,26.5,5,1,-3,4
1,39,186,66.3,0.0,2,2,5,13
1,56,173,90.1,20.4,5,2,3,8
1,33,158,53.8,0.0,2,1,-7,7
1,50,195,105.4,27.8,3,1,-8,6
0,43,159,59.2,11.8,2,0,0,13
1,49,178,78.6,25.9,1,1,-5,7
0,48,198,99.0,10.3,2,0,0,4
1,52,159,67.7,19.7,4,0,0,6
0,43,182,95.7,26.5,5,0,0,5
0,39,175,60.6,27.2,3,2,3,9
1,21,158,88.8,0.0,4,1,-6,16
0,52,175,89.8,28.9,5,2,6,13
0,30,168,95.4,29.8,3,1,-6,4
1,35,179,107.5,26.2,2,0,0,6
1,36,173,50.9,23.5,5,2,6,7
0,25,200,65.7,22.5,1,2,2,8
1,45,160,60.9,15.0,5,1,-8,11
1,22,178,93.4,17.0,1,0,0,8
0,41,177,103.0,0.0,5,2,8,5
0,43,158,74.5,18.2,5,1,-8,4
0,51,155,107.9,12.8,5,2,5,13
1,51,183,68.0,29.0,4,0,0,4
1,23,195,108.8,20.9,2,2,3,6
0,18,197,97.8,16.2,1,2,7,14
1,40,168,57.7,0.0,3,0,0,10
0,34,185,66.6,17.6,4,0,0,13
0,48,161,100.8,19.9,5,2,4,7
1,60,179,80.0,16.3,2,1,-2,8
0,28,158,63.7,19.8,1,1,-7,9
1,56,186,97.8,13.1,5,1,-6,16
0,25,172,64.1,29.5,2,2,5,9
1,29,173,96.5,15.7,2,2,3,7
0,28,152,103.2,12.8,3,2,8,10
1,25,155,89.7,11.4,4,0,0,5
1,59,176,104.6,27.4,3,0,0,16
0,40,167,89.2,13.3,2,1,-2,7
1,30,183,90.3,11.8,2,0,0,8
1,27,151,99.9,22.1,3,0,0,8
1,41,151,75.9,12.7,3,2,6,13
0,48,198,71.9,0.0,3,2,8,11
0,60,200,104.4,14.2,3,2,5,7
0,59,188,72.8,28.1,1,2,2,10
1,26,157,98.1,12.7,5,2,6,6
1,29,172,93.1,20.9,1,1,-5,5
0,40,194,88.0,18.2,1,1,-5,4
0,32,191,85.7,11.5,1,1,-6,9
0,37,173,65.9,20.4,3,1,-8,7
1,46,194,62.5,23.0,4,0,0,14
1,38,180,71.2,17.3,2,1,-4,11
1,19,166,104.9,17.4,5,2,4,15
1,27,176,108.9,17.6,1,0,0,16
1,24,186,77.2,18.0,4,1,-8,5
0,28,200,68.1,17.7,5,0,0,16
1,24,169,102.9,25.4,1,1,-5,8
1,53,174,79.6,21.6,4,2,6,4
1,32,159,75.0,15.9,2,0,0,14
0,52,159,99.1,17.5,3,2,2,8
1,41,172,58.9,0.0,2,1,-3,10
1,53,155,58.7,0.0,4,1,-8,5
0,54,162,70.9,0.0,3,1,-7,4
1,44,188,83.5,24.8,3,0,0,6
0,33,187,62.5,16.3,2,1,-7,6
0,48,185,96.6,26.0,5,1,-5,10
1,52,179,95.6,10.1,4,1,-8,13
1,51,184,83.4,24.3,4,2,2,16
0,37,188,68.2,15.1,4,2,6,8
1,36,152,57.2,21.6,2,2,2,15
1,39,153,70.3,12.5,3,0,0,11
0,51,191,99.6,18.7,4,1,-6,10
0,30,158,85.4,0.0,5,0,0,15
0,32,174,75.0,0.0,2,2,2,6
1,19,197,98.3,14.9,2,1,-4,6
1,25,160,53.7,25.6,2,1,-4,15
1,21,165,69.1,24.5,2,0,0,8
1,59,160,109.0,22.1,1,1,-4,11
0,29,185,76.9,24.2,3,2,3,9
0,23,165,52.0,20.8,3,0,0,6
1,59,157,74.7,24.9,3,0,0,10
1,31,166,65.4,29.8,5,1,-3,8
1,42,156,62.8,15.8,2,0,0,8
0,36,155,104.1,13.3,4,0,0,9
0,31,187,106.9,0.0,3,0,0,16
1,49,152,64.7,0.0,2,1,-4,6
0,21,178,105.3,13.5,2,2,4,5
1,38,172,65.0,25.2,3,2,6,13
1,60,160,69.3,29.9,4,1,-7,6
0,43,191,80.4,24.6,1,2,6,11
0,35,198,104.7,23.6,4,0,0,13
1,44,185,69.8,15.2,2,1,-3,16
0,50,168,105.5,25.5,3,1,-4,14
0,49,173,72.6,0.0,2,1,-4,8
1,20,152,106.3,19.6,2,0,0,12
1,51,166,88.9,24.2,1,0,0,6
1,48,151,93.7,12.8,1,1,-7,11
0,22,198,105.7,18.3,4,1,-3,10
1,21,152,93.6,16.4,4,0,0,6
1,31,199,54.8,28.1,1,1,-3,16
0,46,161,66.0,17.3,3,0,0,7
0,22,153,97.1,15.1,3,2,5,9
1,26,172,109.1,27.7,5,1,-3,9
1,52,198,56.2,20.8,4,1,-3,5
1,24,199,64.2,0.0,3,0,0,7
1,58,198,55.7,18.2,1,2,6,16
0,42,154,52.8,11.7,5,1,-3,10
1,20,183,53.6,15.4,1,2,6,9
1,20,191,62.7,15.8,1,0,0,14
1,18,186,61.6,14.3,2,0,0,9
1,39,181,73.9,25.6,5,0,0,5
0,46,182,84.8,13.4,2,2,6,16
1,37,176,83.7,12.5,3,2,3,5
1,27,172,60.3,20.8,5,0,0,4
0,59,182,78.3,24.5,4,0,0,6
0,25,157,92.7,10.9,1,1,-2,4
1,22,196,91.9,14.7,4,2,5,4
0,18,198,91.1,18.3,5,0,0,10
1,60,169,55.1,25.4,1,2,8,12
1,60,190,75.7,14.0,5,2,7,7
0,33,176,53.2,20.8,3,2,5,7
1,49,179,81.3,24.0,2,2,6,9
1,43,191,67.9,17.2,3,1,-5,9
0,48,187,64.8,13.9,4,2,6,7
0,39,179,105.7,23.8,2,2,8,15
0,24,160,90.5,0.0,3,2,4,7
1,42,163,78.9,10.0,5,1,-3,7
1,31,158,102.0,22.9,5,1,-8,11
1,29,166,86.2,0.0,1,0,0,8
1,19,190,58.6,22.9,4,1,-5,10
1,40,198,71.9,29.3,3,2,8,5
0,37,184,72.8,13.6,2,2,7,7
1,42,157,76.0,26.6,1,0,0,10
1,51,199,90.5,25.7,1,0,0,16
1,23,156,70.8,10.0,3,2,6,8
1,31,196,94.7,29.5,1,0,0,13
0,28,179,81.6,20.8,2,0,0,16
0,22,199,77.6,27.7,3,1,-2,8
0,27,196,87.2,0.0,3,0,0,4
0,44,181,50.7,10.8,5,0,0,5
1,40,185,90.3,0.0,3,1,-3,12
0,46,168,65.7,14.4,1,1,-3,7
0,25,183,89.1,19.7,5,2,3,12
0,58,171,66.9,12.5,1,2,6,14
1,43,178,102.1,27.0,2,2,5,4
1,58,160,59.2,25.8,2,1,-8,16
1,23,151,53.7,28.1,5,1,-8,5
1,20,195,97.7,0.0,4,1,-4,10
0,50,180,96.1,12.9,4,1,-2,13
1,23,185,95.6,25.3,4,0,0,6
0,57,162,64.3,0.0,4,1,-6,13
0,35,163,84.6,29.4,1,0,0,13
0,40,191,64.1,22.7,3,2,4,6
1,19,187,99.0,15.1,2,0,0,15
1,58,154,50.3,19.5,1,2,4,13
1,48,189,57.0,19.4,4,0,0,5
0,41,167,64.2,15.2,3,1,-6,12
0,37,196,93.6,20.2,5,1,-5,10
1,50,152,79.8,0.0,5,1,-7,8
0,41,193,98.6,18.7,2,0,0,7
1,50,168,106.4,10.7,2,1,-4,8
0,35,166,86.7,0.0,2,0,0,4
0,42,190,101.8,15.7,1,2,6,11
0,42,181,87.1,15.6,4,2,2,5
0,22,179,89.4,23.9,3,0,0,7
1,40,166,65.6,17.1,1,1,-4,5
1,33,170,109.2,16.0,1,2,5,16
1,40,194,83.7,16.1,3,1,-8,4
0,59,152,83.2,25.3,5,0,0,6
0,57,183,103.4,21.0,2,0,0,7
0,40,166,93.3,12.5,1,2,5,14
0,48,170,104.1,12.5,4,1,-5,9
0,36,197,94.1,26.3,4,2,8,12
1,30,170,52.8,24.0,2,0,0,11
1,40,171,77.6,14.1,5,2,7,9
1,36,178,102.4,0.0,3,2,4,16
0,47,170,100.7,19.4,1,1,-7,4
0,51,187,57.5,26.2,5,2,6,10
0,41,157,50.4,20.1,3,1,-3,15
1,46,180,65.6,21.0,3,1,-5,11
0,29,157,104.7,12.3,2,0,0,9
1,29,183,78.0,29.2,3,0,0,7
1,24,160,106.6,20.7,1,0,0,15
0,52,182,50.7,26.4,3,2,4,14
1,37,198,87.1,13.7,3,1,-4,13
1,33,179,87.8,15.2,2,1,-5,9
1,45,168,80.7,16.4,2,2,7,10
1,41,175,102.2,13.0,5,2,5,8
0,60,180,80.2,19.6,2,2,8,8
1,26,154,52.9,17.3,2,1,-2,16
0,32,200,81.9,24.0,2,2,7,5
1,33,192,57.5,15.1,3,2,5,12
1,53,173,85.6,10.0,4,1,-2,10
0,27,196,55.1,17.1,2,2,5,12
0,32,150,62.4,29.1,1,0,0,14
1,59,175,98.0,0.0,3,2,7,8
0,37,190,108.2,28.9,2,0,0,5
0,54,172,84.7,11.8,1,0,0,5
1,22,171,89.5,12.8,4,1,-5,14
0,18,189,62.1,10.6,1,1,-7,16
0,32,174,104.3,25.5,2,1,-3,16
0,36,189,91.2,0.0,1,2,2,15
1,42,188,57.3,15.9,5,1,-5,12
0,19,185,71.5,0.0,5,0,0,9
1,44,166,103.8,11.7,4,1,-6,14
1,42,152,52.3,18.7,4,2,2,10
0,54,170,69.2,29.0,2,0,0,9
1,29,171,89.7,29.7,3,0,0,13
0,39,170,94.1,14.6,3,0,0,8
1,46,194,90.6,29.3,1,0,0,5
0,28,188,72.7,29.0,2,1,-2,12
0,42,167,53.6,0.0,2,1,-5,13
1,53,175,98.3,12.0,5,2,3,7
1,49,178,89.7,0.0,2,2,7,10
0,60,189,87.0,28.9,2,2,3,13
0,23,157,87.8,13.7,2,0,0,10
1,38,172,92.5,20.8,4,0,0,4
1,58,185,74.1,13.8,4,0,0,16
1,52,183,62.5,11.2,3,1,-3,12
1,39,198,72.6,14.2,3,2,7,16
0,37,190,94.4,14.9,4,2,2,16
0,20,153,90.6,28.3,2,2,5,13
1,29,174,67.4,29.5,5,1,-8,6
0,25,190,88.1,12.6,2,0,0,15
0,41,191,74.1,19.7,2,2,7,5
0,23,185,72.9,14.9,1,1,-2,15
1,33,167,88.4,0.0,1,0,0,6
1,52,169,99.1,26.0,1,2,5,7
0,38,178,58.2,27.4,2,0,0,8
0,19,168,78.1,0.0,3,0,0,14
1,25,156,87.3,10.1,4,0,0,8
1,46,173,65.3,20.1,1,2,8,12
1,30,163,104.8,0.0,1,1,-3,4
0,51,164,105.5,25.7,2,0,0,16
0,20,176,108.3,0.0,2,2,2,4
0,20,167,82.2,16.2,2,0,0,5
0,30,189,78.8,20.4,3,1,-2,6
0,53,174,75.6,22.5,4,1,-5,13
0,59,200,103.7,23.1,1,2,6,12
0,52,153,108.7,20.9,1,0,0,7
0,54,184,106.2,25.6,3,2,3,7
1,18,197,100.6,15.8,1,1,-6,11
1,18,199,82.9,15.5,3,1,-3,8
1,40,168,96.4,22.4,3,0,0,15
0,33,183,76.3,14.7,1,1,-2,8
0,37,167,61.1,12.4,3,1,-4,6
1,38,154,99.3,20.8,1,2,4,8
1,34,180,105.0,16.1,3,0,0,5
1,51,178,53.0,23.2,5,1,-4,10
1,53,196,63.6,0.0,4,2,7,10
1,19,153,63.8,25.5,1,1,-6,14
1,35,179,67.3,22.8,3,1,-5,7
0,49,195,99.5,0.0,3,0,0,6
0,20,175,56.9,12.9,3,2,3,8
0,38,184,83.6,21.4,2,2,8,5
0,21,169,103.8,27.7,3,0,0,13
0,56,190,85.7,14.6,5,1,-7,15
0,21,167,102.2,22.0,2,2,3,6
0,44,166,68.2,27.6,4,2,4,10
1,26,162,54.3,24.9,2,2,3,12
1,43,168,92.8,20.9,5,1,-6,16
0,45,187,95.6,22.2,3,1,-7,14
0,53,180,109.1,0.0,5,0,0,6
0,46,170,84.6,16.0,3,2,5,13
0,40,161,76.0,22.4,4,1,-6,9
