food_id;food_name_hu;food_name_en;kcal_per_100;prot;carbs;fat
07022999-06f2-4deb-8ad9-91f5aa2c37de;mandula;almonds;598.3;21.7;22.7;51.7
4fcf1d0b-0667-4e0a-afc1-7fb22b977d8a;édesburgonya;sweet potato;85.7;1.6;19.9;0.1
8256dc20-917a-4235-b2ee-6baee1be72d2;barna rizs (nyers);brown rice (raw);353.7;7.6;72.7;2.1
272bc3d9-2f36-433b-a7f8-201a9df4839d;banán;banana;88.6;1.1;22.9;0.3
64c0cacb-0bba-403e-a1e7-112c4e04e681;pulykamell sonka;turkey ham;109.0;17.8;1.0;3.0
9091ba7e-4548-4ab6-b0b0-44c7176c2b51;müzli;muesli;376.6;9.7;58.1;6.8
c8cd8fe7-fa76-482c-97d6-f91db7162278;zabpehely;oat flakes;403.9;13.5;62.3;7.3
a54eeeaf-c57c-43f4-8efe-3f11deb82ead;tonhal konzerv (vízben);canned tuna (in water);116.7;25.2;0.0;1.0
f6bf65fc-1e13-4d21-8319-27d5f78efa1d;csirkemell (főtt);chicken breast (boiled);156.3;29.2;0.0;3.0
3c7616bf-3f08-4aae-a963-1f5823ebc087;narancs;orange;49.2;0.9;12.6;0.2
a22c4e9e-6a85-4654-bd0b-9af4303b77dd;tészta (nyers);pasta (raw);371.7;13.0;75.1;1.5
7dd9a4a3-a7d0-4a3a-91a1-d8c063b47efc;dió;walnuts;674.1;15.5;14.4;67.0
967a7bd5-3356-4f18-ae27-3ec990ba7ea0;pulykamell sonka;turkey ham;114.3;18.7;1.0;3.1
ea8899cb-7934-4cf0-aa82-fda6e258af75;csirkemell (főtt);chicken breast (boiled);149.9;28.1;0.0;2.9
1a2e4af5-a60f-4e39-8ca6-8786d3120ed5;quinoa;quinoa;370.9;14.1;64.5;6.0
a6528343-d4a7-4dad-9d93-b2734f805d43;szőlő;grapes;72.0;0.6;18.8;0.4
096e439b-31f4-4adc-8947-40171434095a;csirkemell (főtt);chicken breast (boiled);157.2;29.4;0.0;3.0
c588919d-7af3-400e-a850-8667dfc5834d;brokkoli;broccoli;34.9;3.1;7.2;0.4
2fc30804-6570-421f-8d87-51419aa54fc2;fehér rizs (nyers);white rice (raw);346.2;6.7;75.0;0.6
5a141594-6386-4d0b-9bf9-b10932cd35e9;pulykamell sonka;turkey ham;107.5;17.6;1.0;2.9
3027d31e-76b2-4758-a35f-986f779c44f1;uborka;cucumber;15.3;0.7;2.9;0.1
bc3bae0d-7810-41f7-9ad9-189ca1985af0;lazac;salmon;204.3;19.6;0.0;12.8
39caccc4-ca06-4b97-b387-bb11f5003876;brokkoli;broccoli;34.4;3.0;7.1;0.4
5b07cf14-6303-41c1-8c25-d874375cf671;csicseriborsó (főtt);chickpeas (cooked);158.0;8.7;26.0;2.5
9c1518ed-4a33-472d-b3f2-25cfc88588c1;fehér kenyér;white bread;271.6;8.2;50.0;3.1
0676e537-2947-42a3-b7b7-18c4fd28ccee;zöldség mix (fagyasztott);vegetable mix (frozen);47.7;2.9;9.5;0.5
f433a841-fd63-4481-9fad-111756f01c13;édesburgonya;sweet potato;89.4;1.7;20.8;0.1
72d6bd5c-203f-4ca3-93ce-3d04a3bdf4d9;fehér kenyér;white bread;252.8;7.6;46.6;2.9
69612f98-7669-4cc5-a353-26b9651250a1;édesburgonya;sweet potato;85.7;1.6;19.9;0.1
21bf73aa-c33d-448e-a47d-89d567996fb3;sertéskaraj;pork loin;196.9;28.0;0.0;7.3
ca5ff0ab-e4f4-4524-aac5-77b015e36af6;fekete bab (főtt);black beans (cooked);135.8;9.3;23.7;0.5
5b655b89-a012-4059-89e4-8d15854bd3b5;lencse (főtt);lentils (cooked);114.5;8.9;19.7;0.4
af052331-93ec-4945-9b85-ca929687678d;olívaolaj;olive oil;892.2;0.0;0.0;100.9
133edf0a-e26a-458f-b09d-9426a4cda3f5;szőlő;grapes;66.2;0.6;17.3;0.4
21065df9-ac8b-4689-8ba5-c850471b32ea;lazac;salmon;209.9;20.2;0.0;13.1
2df807be-5a4d-48d9-84d4-94b47786c1e9;müzli;muesli;370.3;9.5;57.1;6.7
d1f6599f-c27b-4ab0-b458-8efb08448d32;zabpehely;oat flakes;371.5;12.4;57.3;6.7
61bcf75d-c941-4ed4-baad-c0d0d86e0afc;paprika;bell pepper;26.7;1.0;6.2;0.3
88397407-8705-45e5-880f-291fd1a0819d;tészta (nyers);pasta (raw);386.5;13.5;78.1;1.6
6525393f-a4fe-4c15-88f7-791bfe10abdc;zabpehely;oat flakes;377.0;12.6;58.2;6.8
fc4a8d38-dc4c-4b82-a077-ce3cb2782292;zöldség mix (fagyasztott);vegetable mix (frozen);52.0;3.1;10.4;0.5
be4e7c0e-d977-4869-9eaf-d0da625793bd;teljes kiőrlésű kenyér;wholegrain bread;253.1;10.2;42.0;4.1
cfb368b7-86d5-4f58-9bc2-43343d2eb050;dió;walnuts;641.6;14.7;13.7;63.8
1f7f4bcc-47c7-4b48-bb68-54cd0a5cf35e;fekete bab (főtt);black beans (cooked);129.6;8.8;22.6;0.5
0eac9d2e-6067-4644-a154-87b128c7df57;lazac;salmon;206.0;19.8;0.0;12.9
d9a49eef-046a-47b5-beb6-4b2ac1a1c534;fehér bab (főtt);white beans (cooked);111.0;8.5;25.3;0.5
70b464c2-ebb2-4564-9de7-04618c115613;light sajt;light cheese;216.9;25.8;3.1;10.3
8c34c6ff-23db-4308-a4ac-648adc88d78e;mogyoróvaj;peanut butter;605.9;25.8;20.6;51.5
aa13cc7b-106b-4f9f-9c6e-bcae431742f8;tonhal konzerv (vízben);canned tuna (in water);113.9;24.5;0.0;1.0
eec20049-0aaf-4f14-bd16-5e2d2d94d302;tojásfehérje;egg white;50.8;10.7;0.0;0.0
b3c34044-8471-440a-b46a-f59124cf1edd;dió;walnuts;664.5;15.2;14.2;66.0
474ab70c-567f-4aea-9740-c10ea3a09310;tojásfehérje;egg white;54.5;11.5;0.0;0.0
932692fc-1736-41e3-b902-45057da01a67;corn flakes;corn flakes;355.4;7.0;83.6;0.4
b139dd0a-2337-41fd-896c-44c7f2b217ea;banán;banana;86.0;1.1;22.2;0.3
6f254449-e60a-448a-8362-85c58666d273;mandula;almonds;557.8;20.2;21.2;48.2
a65106cf-aa40-4662-98f2-97ef32a56ecd;csirkemell (főtt);chicken breast (boiled);161.1;30.1;0.0;3.1
817cba10-202d-456d-b967-b62aa3ed5c9f;fekete bab (főtt);black beans (cooked);133.8;9.1;23.3;0.5
74aa75ed-4cb2-42cc-872e-39542dab8793;olívaolaj;olive oil;860.0;0.0;0.0;97.3
31bcc4ed-0feb-42f7-b6ce-48ea23099bee;lazac;salmon;203.4;19.6;0.0;12.7
07268f39-5174-4238-8f9d-b68718a3d56d;narancs;orange;45.3;0.9;11.6;0.2
b3a67ff5-dca0-4ab7-88cd-bdadc1d0213e;corn flakes;corn flakes;353.3;6.9;83.1;0.4
b8ff9133-a2ca-46f8-bac9-df38eb81a99f;csirkemell (sült);chicken breast (grilled);158.4;29.8;0.0;3.5
ab3a4de3-4a23-46e2-b2cf-a0354337ef24;tojásfehérje;egg white;50.7;10.7;0.0;0.0
af8b7fb5-a62c-421b-824d-18250e89a060;müzli;muesli;387.5;10.0;59.8;7.0
6d4501b2-6520-438f-868e-583c2b94bddf;banán;banana;88.7;1.1;22.9;0.3
afea4ffd-9f97-4f0b-9f88-9632f3a2136f;paprika;bell pepper;24.9;1.0;5.7;0.3
4b5cad2d-116e-4226-a03a-295221a95f87;édesburgonya;sweet potato;84.3;1.6;19.6;0.1
42c3775e-a371-4db2-a0b6-f5e01faaebb2;mogyoróvaj;peanut butter;604.9;25.7;20.6;51.4
a8472f0f-6b9c-4fe4-9461-f8c5bf17c45f;light sajt;light cheese;202.4;24.1;2.9;9.6
b562913c-5730-43f7-964a-7babfd1e3cf8;lazac;salmon;202.6;19.5;0.0;12.7
5f92fa49-2c9b-4a16-9b92-4052cb26d120;natúr görög joghurt;plain greek yogurt;96.4;9.9;4.0;5.0
461db7be-a3db-4bdc-b47c-37b747010933;mandula;almonds;604.3;21.9;23.0;52.2
a4283a49-95b4-41dd-a038-6ed5f9ecc6dd;sertéskaraj;pork loin;182.1;25.9;0.0;6.7
d81e7c66-5580-49eb-8a51-37a1d8fcd4b4;fehér bab (főtt);white beans (cooked);118.8;9.1;27.1;0.5
a3548f18-722f-45a3-9e46-0707b3d60125;teljes kiőrlésű kenyér;wholegrain bread;252.3;10.2;41.9;4.1
cc1a7799-665c-483f-a657-79e9422663e0;brokkoli;broccoli;33.0;2.9;6.8;0.4
fdb7e1ef-da78-419e-a49d-293d0f790295;lencse (főtt);lentils (cooked);121.1;9.4;20.9;0.4
6af82047-8bd1-4c73-b8a5-32c376c27465;sárgarépa;carrot;41.7;1.0;10.2;0.2
795e7588-bef3-489c-a81e-bfe18d378265;lencse (főtt);lentils (cooked);113.2;8.8;19.5;0.4
c2d01414-0579-45fa-bfda-00447510a8a7;fehér rizs (nyers);white rice (raw);352.8;6.9;76.4;0.6
dfc696f9-961c-4b52-b3ca-3e00890e9b22;teljes kiőrlésű kenyér;wholegrain bread;244.7;9.9;40.6;4.0
4265caac-35f0-49ea-a93c-4bb2bf25c15a;bulgur;bulgur;328.7;11.5;70.2;1.2
905158a3-ddd9-4f03-a3ed-638dfa5ad544;csirkemell (sült);chicken breast (grilled);167.9;31.5;0.0;3.7
f2d652fe-a488-4280-974f-b04f0b9029d2;narancs;orange;49.0;0.9;12.5;0.2
427e159d-0aed-45f3-93a5-bbb365b4e39e;paradicsom;tomato;17.6;1.0;3.9;0.2
ca99881e-7382-4f80-baec-34791c9156b4;teljes kiőrlésű kenyér;wholegrain bread;247.2;10.0;41.0;4.0
3522db7a-5688-4068-99b3-b1aad1bc7721;sárgarépa;carrot;42.1;1.0;10.3;0.2
5d0e963d-e42c-48a8-82cb-d1df217919af;csirkemell (sült);chicken breast (grilled);162.7;30.6;0.0;3.5
27038674-f7c4-4a3f-b51e-598e6c826b6a;tészta (nyers);pasta (raw);368.1;12.9;74.4;1.5
142ed179-aeea-434c-a097-ab2cd4176862;fehér rizs (nyers);white rice (raw);343.3;6.7;74.4;0.6
187f22df-eb26-48d3-9b7f-25fe06ba67a5;paprika;bell pepper;24.8;1.0;5.7;0.3
f4562d71-0e96-453e-aed6-02626c55fa2f;lencse (főtt);lentils (cooked);115.9;9.0;20.0;0.4
0853cfb7-9ee4-46f2-8880-1fe4ab9e8014;paradicsom;tomato;17.6;1.0;3.9;0.2
f5634525-91b2-40a8-bbf0-487f0682fcdc;burgonya;potato;75.3;2.0;16.6;0.1
1f4f4878-ab45-4cab-8329-72d8c36a1fef;tej 1.5%;milk 1.5%;47.0;3.4;5.0;1.5
c02d4b1e-1c56-406c-b052-21ecf3a7d322;müzli;muesli;394.1;10.1;60.8;7.1
40a63510-33fe-4d75-a00a-804b9b9bc3d4;protein por (tejsavó);whey protein powder;399.8;80.0;8.0;6.0
ae911cf3-9a67-424b-a547-02a9c82bfc02;uborka;cucumber;16.6;0.7;3.1;0.1
ab85d449-9437-4f95-ab89-44fc50b9cfb3;tej 1.5%;milk 1.5%;45.3;3.3;4.8;1.4
9d0d4545-183c-4b75-bc06-c89d20c4fe8e;zsírszegény joghurt;low-fat yogurt;64.2;5.1;6.1;1.5
c2dd65b9-6bbf-44aa-bb2a-e4da25588ad7;paprika;bell pepper;26.5;1.0;6.1;0.3
d070e676-22d1-4cdc-92a1-45902ebc9446;müzli;muesli;372.0;9.6;57.4;6.7
7f99f3cd-9e06-4d6e-85ca-da37dc46f4b9;tej 1.5%;milk 1.5%;45.7;3.3;4.9;1.5
a5c17d09-df78-4b84-8013-67a1665f85d3;tojás (egész);egg (whole);140.8;12.8;1.0;10.8
3a5260ea-bbb9-4651-b213-a0180ea7d23f;tojásfehérje;egg white;53.1;11.2;0.0;0.0
ff816f50-716f-42dc-a73f-676ac9ac47a1;bulgur;bulgur;337.4;11.8;72.0;1.3
19de57f9-6a4f-488e-9d5e-f94516cd98fc;sertéskaraj;pork loin;185.1;26.3;0.0;6.8
df0dfcf0-af79-435a-b4c8-c1c1992b44b6;zsírszegény joghurt;low-fat yogurt;60.2;4.8;5.7;1.4
442fe179-420e-47ec-836c-4d363c2e07bd;szőlő;grapes;67.7;0.6;17.7;0.4
561b0d9f-1d7d-403a-9cce-9eae1a6ca04a;szőlő;grapes;71.1;0.6;18.5;0.4
a0906297-06d2-4e3d-b839-554ca0fd7fc8;zabpehely;oat flakes;385.3;12.9;59.4;6.9
5ba9ab14-3b44-48c1-83c5-ae2fb72af0af;zabpehely;oat flakes;372.8;12.5;57.5;6.7
effcc345-18cc-4f28-a2fa-7ca9ef2e5ed1;trappista sajt;semi-hard cheese;352.7;27.0;2.1;29.0
427b802b-3141-4350-be51-a9cecc09e6d3;teljes kiőrlésű kenyér;wholegrain bread;257.3;10.4;42.7;4.2
6f488429-dda8-46dc-b89c-abf97028b62c;protein por (tejsavó);whey protein powder;386.0;77.2;7.7;5.8
9fb09abd-f4e6-4a80-9646-0bf4d2749395;tojásfehérje;egg white;50.3;10.6;0.0;0.0
95e9a000-9c14-4153-b40e-95139a22470e;zöldség mix (fagyasztott);vegetable mix (frozen);48.4;2.9;9.7;0.5
3ae9802e-42b9-4b97-b428-cf232b27b6da;natúr görög joghurt;plain greek yogurt;101.1;10.4;4.2;5.2
5995eaae-e80e-4bd3-9103-161f8e3dc736;banán;banana;91.8;1.1;23.7;0.3
64dfbe32-318c-4a11-b036-11a1c2d8d489;sertéskaraj;pork loin;194.3;27.6;0.0;7.2
1d2752a6-c259-402b-aa4d-b303b3653325;csirkemell (sült);chicken breast (grilled);171.2;32.2;0.0;3.7
d3a9affb-66b8-4e05-8b91-43f0c43c3a5c;lencse (főtt);lentils (cooked);116.1;9.0;20.0;0.4
6e66ca05-a7aa-44e5-b214-1b900ab3542a;lencse (főtt);lentils (cooked);115.9;9.0;20.0;0.4
b4c50f53-ff45-426d-9c0f-057fcc23d183;sertéskaraj;pork loin;184.9;26.3;0.0;6.8
76d2a55c-454d-4b9c-84e9-be62eba49b1e;édesburgonya;sweet potato;83.6;1.6;19.4;0.1
4f8adc49-5aad-45e2-9150-c886119fcb3f;csirkemell (sült);chicken breast (grilled);162.9;30.6;0.0;3.6
f90a8d7c-1303-4525-abb5-0109ef4a1d6e;sárgarépa;carrot;40.5;1.0;9.9;0.2
f5cc4910-f885-457c-8302-3fffa1fd107e;zöldség mix (fagyasztott);vegetable mix (frozen);50.3;3.0;10.1;0.5
83b25284-2fa7-48da-ad77-b0969f284616;brokkoli;broccoli;34.3;3.0;7.1;0.4
0fcb6534-03a8-4935-a981-e3e738dab878;zsírszegény túró;low-fat cottage cheese;99.4;13.2;3.0;4.1
fcd330f2-e6a2-4b60-881d-a384b6c2f4dc;light sajt;light cheese;220.1;26.2;3.1;10.5
0e223f6a-5411-4fdd-b343-6bbcab980e6d;burgonya;potato;79.4;2.1;17.5;0.1
475c3d87-4409-42ef-b8f9-9f8b6230a8b5;zsírszegény túró;low-fat cottage cheese;97.1;12.9;3.0;4.0
48ea03ba-48e5-4949-95d9-ee8fc2655d63;bulgur;bulgur;329.5;11.6;70.3;1.3
cbc2d36e-e0df-49d5-af00-0c6afc1f75b7;tojás (egész);egg (whole);149.4;13.6;1.0;11.5
3bcab128-d17b-4bf0-b5be-9cf43adeadf6;brokkoli;broccoli;33.5;3.0;6.9;0.4
b3b3be00-ba82-4f2c-a4c1-a737766c52bc;teljes kiőrlésű kenyér;wholegrain bread;238.3;9.6;39.6;3.9
9eaf1349-afe3-4c78-891c-0ed7bb2e82a9;tészta (nyers);pasta (raw);374.8;13.1;75.8;1.5
7611c477-7934-414c-a45e-6bfc34e795e8;protein por (tejsavó);whey protein powder;386.2;77.2;7.7;5.8
77d38ea3-19b5-45dd-9fbc-ea1e3872a864;dió;walnuts;621.4;14.3;13.3;61.8
f5ed0744-b564-4462-8d1b-7c637920f78b;mogyoróvaj;peanut butter;610.6;26.0;20.8;51.9
7f57b029-1856-4dd2-9dc1-e81c9f7aba99;tojás (egész);egg (whole);141.0;12.8;1.0;10.8
415bd4a8-59f3-4807-8d24-7ef69569bbdc;fekete bab (főtt);black beans (cooked);134.2;9.2;23.4;0.5
e5c7d796-175d-4637-b997-d8f697e70913;szőlő;grapes;68.8;0.6;17.9;0.4
9e676323-2bb9-4e00-b91e-eeabcb0842ee;kókuszolaj;coconut oil;916.1;0.0;0.0;102.7
5599fe81-d44c-4b0a-b21b-d1ea40d37849;banán;banana;85.4;1.1;22.1;0.3
7ad99819-62a9-4539-a135-28ea7c46ad3c;fehér kenyér;white bread;265.1;8.0;48.8;3.0
2c7eacef-f49d-4bce-a9ca-9d7b709af05d;light sajt;light cheese;199.9;23.8;2.9;9.5
14d98829-2549-4cd8-96b7-21ab7309f4b7;zabpehely;oat flakes;379.8;12.7;58.6;6.8
2b48808e-a1f5-482b-a7a0-c5eae7cf5914;szőlő;grapes;71.4;0.6;18.6;0.4
095abc34-1982-4ad1-bbbe-b26cbf5bbe6e;müzli;muesli;385.6;9.9;59.5;6.9
23198153-39e6-4aad-92f9-926cb397a44b;uborka;cucumber;16.5;0.7;3.1;0.1
8edfc963-d965-4611-81ef-91922f0656fe;fehér rizs (nyers);white rice (raw);371.7;7.2;80.5;0.6
e6f25723-472f-452b-a06f-d5c9a2ce1b8a;fekete bab (főtt);black beans (cooked);131.4;9.0;22.9;0.5
8743cbb3-7732-4a3e-ab4f-f82692df3011;tojás (egész);egg (whole);136.9;12.4;1.0;10.5
9042b2d7-efa4-450d-8a35-31a5dcefe64f;fehér bab (főtt);white beans (cooked);111.4;8.5;25.4;0.5
8f51e811-e535-43b7-94b8-d2dd93e6c490;csicseriborsó (főtt);chickpeas (cooked);163.2;9.0;26.9;2.6
00d3c455-c699-4df3-af5f-21ba2b9f60b6;trappista sajt;semi-hard cheese;347.1;26.5;2.0;28.6
109931bb-5d82-47bf-926b-3e77220a1685;narancs;orange;45.3;0.9;11.6;0.2
5435aca4-8ac4-4db5-80ae-77735838e532;burgonya;potato;79.7;2.1;17.6;0.1
9a46a46e-f594-4ad5-8fd7-a71aa4493713;csirkemell (főtt);chicken breast (boiled);162.0;30.3;0.0;3.1
5e084d80-82de-41e7-9b2d-44c49e175f63;fehér rizs (nyers);white rice (raw);354.0;6.9;76.7;0.6
ed7cf4af-209c-429f-9a48-9bc90ee0947e;banán;banana;90.2;1.1;23.3;0.3
509e6a43-ce0e-4d99-b1b1-532934f90d7c;marhahús (sovány);lean beef;216.3;26.8;0.0;10.3
284dc9d7-0bfa-4367-82bd-e20f93e762e0;brokkoli;broccoli;34.9;3.1;7.2;0.4
13a6b835-453e-4034-8217-b017a73e8bdd;dió;walnuts;624.1;14.3;13.4;62.0
b1c53482-64eb-4a3c-8979-22264cc206a1;teljes kiőrlésű kenyér;wholegrain bread;252.7;10.2;41.9;4.1
dac21f39-5df6-49a0-9eee-48ac62bb4b26;fehér bab (főtt);white beans (cooked);110.8;8.5;25.3;0.5
7606effd-633d-44fe-9a77-7160d4876e23;fehér rizs (nyers);white rice (raw);349.4;6.8;75.7;0.6
482e4890-8dc6-4ffd-af61-e1557723f07e;paprika;bell pepper;26.4;1.0;6.1;0.3
a87fa2b3-017a-46f6-9782-b8ac92dffeed;pulykamell sonka;turkey ham;107.4;17.6;1.0;2.9
0e02ead5-40c2-45bd-a1cb-8a19652443bc;paradicsom;tomato;18.1;1.0;4.0;0.2
57e62771-4fc5-4708-92a7-f9544828d856;müzli;muesli;383.0;9.8;59.1;6.9
572edd1d-6987-4251-bb60-7fa30752528f;teljes kiőrlésű kenyér;wholegrain bread;258.9;10.5;43.0;4.2
f973f96e-1d6c-4f07-b736-ed8266334e70;mandula;almonds;599.9;21.8;22.8;51.8
81a8c784-61eb-4aec-ba5f-48c4fbbd8cb1;tej 1.5%;milk 1.5%;45.4;3.3;4.8;1.5
71a2ffea-2e05-410f-b8b4-cb8b44d4a4bf;sertéskaraj;pork loin;192.7;27.4;0.0;7.1
9c3bc7d9-a51e-44a4-9640-a916a797fa81;protein por (tejsavó);whey protein powder;402.1;80.4;8.0;6.0
6eab23f1-043d-49e1-b567-0e0439ca4286;marhahús (sovány);lean beef;210.0;26.0;0.0;10.0
883e139b-26b9-49d2-a8a1-78a1c6d5f95b;édesburgonya;sweet potato;83.7;1.6;19.5;0.1
d853e4c0-95d7-462c-8d2e-c85b7263a776;brokkoli;broccoli;34.1;3.0;7.0;0.4
37ae06d0-80cf-439a-947c-b1a974d42bf6;tojásfehérje;egg white;51.8;11.0;0.0;0.0
fda7b555-71fa-46c4-b03a-b38254a400e3;paprika;bell pepper;25.1;1.0;5.8;0.3
b4baaaf0-2b77-4f96-be36-d588220e0473;corn flakes;corn flakes;344.3;6.8;81.0;0.4
0c6a4b74-b8d4-44aa-a902-042671d355e8;protein por (tejsavó);whey protein powder;396.4;79.3;7.9;5.9
3094f52f-6a82-4e91-9083-c2cd0d22007d;banán;banana;92.1;1.1;23.8;0.3
7a9d14f4-1024-4ee0-8c98-4dd1d7aa90f3;zsírszegény joghurt;low-fat yogurt;62.9;5.0;6.0;1.5
034924b3-2e04-49d4-be19-6a50141cafdb;sárgarépa;carrot;42.5;1.0;10.4;0.2
73c0a9f2-0dff-43b0-95c7-302e03a6ab8f;burgonya;potato;77.9;2.0;17.2;0.1
b549ed0a-e59f-44cd-9978-cf0dc96b3dd0;protein por (tejsavó);whey protein powder;394.0;78.8;7.9;5.9
98a9ba38-e6a3-4838-be31-0cd018e5e5a6;fehér bab (főtt);white beans (cooked);114.5;8.7;26.1;0.5
d4ab7066-9fb8-4a3f-9599-ee1e9814a952;pulykamell sonka;turkey ham;112.9;18.5;1.0;3.1
1e29d100-162b-41d0-bdb3-e9178c64e0dc;lencse (főtt);lentils (cooked);119.3;9.3;20.6;0.4
42921bb7-e177-4cf0-af57-445445b6ddd4;fehér bab (főtt);white beans (cooked);116.9;8.9;26.7;0.5
44db3dc0-253e-425f-ab6b-283367033812;csirkemell (sült);chicken breast (grilled);168.4;31.6;0.0;3.7
d5d8e156-696c-46ba-b364-9e9957c14d4a;corn flakes;corn flakes;344.0;6.7;80.9;0.4
af66c05e-0289-44f2-9b28-568a361fecc2;csirkemell (sült);chicken breast (grilled);166.2;31.2;0.0;3.6
519a2631-d09a-4911-837c-6db874db5f8d;tonhal konzerv (vízben);canned tuna (in water);114.2;24.6;0.0;1.0
d816cba6-b49a-4f5c-962e-f8ded698089e;mogyoróvaj;peanut butter;604.1;25.7;20.5;51.4
cd6a587e-cefb-4c2b-bf75-5d4db14f74df;teljes kiőrlésű kenyér;wholegrain bread;242.6;9.8;40.3;3.9
3fea410c-c000-4765-9aa4-88b22391eea7;trappista sajt;semi-hard cheese;337.8;25.8;2.0;27.8
127c7aee-8371-46d4-8132-0571c8d17500;alma;apple;50.7;0.3;13.7;0.2
95af5c4c-361e-4acf-a6f4-a10657713091;burgonya;potato;78.9;2.0;17.4;0.1
54234fdc-2b09-4557-a53b-74a03b32ef1d;csicseriborsó (főtt);chickpeas (cooked);161.0;8.8;26.5;2.6
933961db-fdc7-420f-8678-601eae07346e;dió;walnuts;632.0;14.5;13.5;62.8
58088982-64ef-4911-b5dc-79b5152fdf3c;zöldség mix (fagyasztott);vegetable mix (frozen);48.1;2.9;9.6;0.5
9e786ddf-6429-4a4b-ab9c-56941b841ea2;zsírszegény túró;low-fat cottage cheese;101.8;13.5;3.1;4.2
32250700-566f-49a3-9460-96aa434b0911;fehér bab (főtt);white beans (cooked);114.3;8.7;26.1;0.5
f3acc6c6-6820-4961-84f2-aa0546e08455;tészta (nyers);pasta (raw);356.3;12.5;72.0;1.4
6b655e35-fbd0-48db-98bf-98d94a53ac1b;quinoa;quinoa;352.3;13.4;61.3;5.7
e2265194-1a8f-4c51-8e53-64ca307f9ad2;sárgarépa;carrot;42.1;1.0;10.3;0.2
8a6a9bf8-a24c-4396-b6d9-62a909e4a43c;pulykamell sonka;turkey ham;106.0;17.3;1.0;2.9
21e37c3b-c4b0-4fe9-a449-2376d8040f55;trappista sajt;semi-hard cheese;323.1;24.7;1.9;26.6
24fce9a4-df12-4b43-9ce4-88489a5aecd2;csicseriborsó (főtt);chickpeas (cooked);158.4;8.7;26.1;2.5
debf7513-3062-4823-bab4-1cb9bbdc8ade;zsírszegény túró;low-fat cottage cheese;99.6;13.2;3.0;4.1
249fa4d6-f74f-4a4b-9c98-dfea9a828799;tej 1.5%;milk 1.5%;49.2;3.6;5.2;1.6
0a43b724-e16f-47c7-a7a2-b3c69cf76830;brokkoli;broccoli;35.5;3.1;7.3;0.4
eee94e1f-3b65-4e78-aa07-a5e202bada9f;sertéskaraj;pork loin;180.9;25.7;0.0;6.7
4b95bc73-9088-4d5a-8557-1afdbaba9969;brokkoli;broccoli;34.7;3.1;7.1;0.4
b1980de1-5737-4729-9123-fc216c6aa9c2;banán;banana;85.7;1.1;22.2;0.3
7dccd5fa-3826-48c1-ba6e-ec106d4ab7a9;lazac;salmon;209.1;20.1;0.0;13.1
421ca9d5-2a59-44d3-8117-5dea8b04741e;paprika;bell pepper;26.0;1.0;6.0;0.3
b3dbb2ef-634f-42d9-948d-6f623bdf2277;marhahús (sovány);lean beef;203.9;25.2;0.0;9.7
d5e2a2ba-8043-4e2a-b1ba-fed34ea9b5a6;tej 1.5%;milk 1.5%;48.5;3.5;5.2;1.5
ca934abb-f06d-4e9d-9a60-973957ea00c5;csicseriborsó (főtt);chickpeas (cooked);171.6;9.4;28.2;2.7
b3a7b179-a8d8-47c0-b620-b57dbcd9e9f5;karfiol;cauliflower;24.3;1.9;4.9;0.3
177e3a8b-ae10-40c5-bea2-bbd4c476ca13;sárgarépa;carrot;40.6;1.0;9.9;0.2
4ad8ac4b-3ec7-4e3c-b8a7-a2c3bb0e7c25;lazac;salmon;216.9;20.9;0.0;13.6
53cdf3b7-3f7e-4722-8c84-5991d90bf911;tojásfehérje;egg white;50.7;10.7;0.0;0.0
edf44067-2039-4c9c-aa1f-9df09d5dc848;narancs;orange;45.9;0.9;11.7;0.2
97ad39d7-45d1-4127-a3c6-0c4c86c90cf6;narancs;orange;48.2;0.9;12.3;0.2
245c7e05-a68d-4aec-863a-8d9ea618c7ad;édesburgonya;sweet potato;83.3;1.6;19.4;0.1
313a8894-a09a-4c34-bf30-7db341d2fb59;csicseriborsó (főtt);chickpeas (cooked);156.8;8.6;25.8;2.5
63dad3c8-66e9-4f8e-a145-7172db2f5ba2;csirkemell (sült);chicken breast (grilled);163.6;30.7;0.0;3.6
87377cf5-c5a2-4f4d-ad9b-6e88b0ad4fcf;zöldség mix (fagyasztott);vegetable mix (frozen);49.1;2.9;9.8;0.5
74374764-80bd-40cd-9b47-54112433766c;fehér kenyér;white bread;261.8;7.9;48.2;3.0
cb3c1358-490e-4473-8ed7-2254c5246869;édesburgonya;sweet potato;84.3;1.6;19.6;0.1
a4bfc1bc-6875-4fc9-9775-6fe4c908a557;brokkoli;broccoli;34.8;3.1;7.2;0.4
096b745a-e523-4fa9-888d-975b89bbfc75;tojás (egész);egg (whole);141.0;12.8;1.0;10.8
bfc9a6a8-ee71-49c9-ad92-ec30382d58a7;tej 1.5%;milk 1.5%;48.4;3.5;5.1;1.5
6c083aea-77b9-4150-923a-05b946249843;zsírszegény joghurt;low-fat yogurt;65.2;5.2;6.2;1.6
bd30a1d9-b2d2-49fb-8d50-1399bdbf15c7;müzli;muesli;385.8;9.9;59.5;6.9
4b5d3d34-5dcf-40b1-9a5c-0508e3d67bd6;mandula;almonds;562.0;20.4;21.4;48.5
4431490b-85c1-42e4-bba2-5092bca69d5b;zsírszegény joghurt;low-fat yogurt;62.9;5.0;6.0;1.5
